cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
1;Presidente;13;DILMA VANA ROUSSEFF;DILMA;PT;PC do B / PDT / PMDB / PR / PRB / PSB / PSC / PT / PTC / PTN;2;Eleito;2010-11-01 13:28:11;BR;280000000005;#NE;14426;2010;0,5605;55752529;99463917
1;Presidente;45;JOSÉ SERRA;JOSÉ SERRA;PSDB;DEM / PMN / PPS / PSDB / PT do B / PTB;2;Não Eleito;2010-11-01 13:28:11;BR;280000000011;#NE;14426;2010;0,4395;43711388;99463917
