cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
1;Presidente;17;JAIR MESSIAS BOLSONARO;JAIR BOLSONARO;PSL;PSL / PRTB;2;Eleito;2019-02-27 18:15:58;BR;280000614517;Válido;2022802018;2018;0,5513;57797847;104838753
1;Presidente;13;FERNANDO HADDAD;FERNANDO HADDAD;PT;PT / PC do B / PROS;2;Não Eleito;2019-02-27 18:15:58;BR;280000629808;Válido;2022802018;2018;0,4487;47040906;104838753
