sg_uf;nm_municipio;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
PE;JABOATÃO DOS GUARARAPES;11;Prefeito;12;MANOEL PEREIRA DA COSTA NECO;NECO;PDT;PDT / PT do B / PEN;2;Não Eleito;2016-10-30 19:04:10;24570;170000010386;#NULO#;2;2016;;121326;0
PE;OLINDA;11;Prefeito;77;LUPERCIO CARLOS DO NASCIMENTO;PROFESSOR LUPERCIO;SD;SD;2;Eleito;2016-10-30 19:16:49;24910;170000020870;#NULO#;2;2016;;120225;0
PE;OLINDA;11;Prefeito;40;ANTONIO RICARDO ACCIOLY CAMPOS;ANTÔNIO CAMPOS;PSB;PSB / PHS / PR / PSC / PTC / PPL / REDE / PMB / PSDC / PROS / PEN;2;Não Eleito;2016-10-30 19:16:49;24910;170000020263;#NULO#;2;2016;;90558;0
PE;RECIFE;11;Prefeito;40;GERALDO JULIO DE MELLO FILHO;GERALDO JULIO;PSB;PMDB / PRTB / PC do B / PPL / PSC / PR / PMB / PTC / PP / PPS / PSD / PDT / PRP / SD / REDE / PSDC / PROS / PHS / PSB / PEN;2;Eleito;2016-10-30 19:09:12;25313;170000021103;#NULO#;2;2016;;528335;0
PE;RECIFE;11;Prefeito;13;JOÃO PAULO LIMA E SILVA;JOÃO PAULO;PT;PRB / PT / PTN / PT do B / PTB;2;Não Eleito;2016-10-30 19:09:12;25313;170000020320;#NULO#;2;2016;;333516;0
PR;CURITIBA;11;Prefeito;33;RAFAEL VALDOMIRO GRECA DE MACEDO;RAFAEL GRECA;PMN;PMN / PSDB / PSB / DEM / PTN / PSDC / PT do B;2;Eleito;2016-10-30 18:16:15;75353;160000006466;#NULO#;2;2016;;461736;0
PR;CURITIBA;11;Prefeito;55;NEY LEPREVOST NETO;NEY LEPREVOST;PSD;PSC / PSD / PEN / PTC / PPL / PC do B / PSL;2;Não Eleito;2016-10-30 18:16:15;75353;160000020661;#NULO#;2;2016;;405315;0
PR;MARINGÁ;11;Prefeito;12;ULISSES DE JESUS MAIA KOTSIFAS;ULISSES MAIA;PDT;PDT / PV / PEN / PPL;2;Eleito;2016-10-30 18:02:54;76910;160000034129;#NULO#;2;2016;;118635;0
PR;MARINGÁ;11;Prefeito;11;SILVIO MAGALHÃES BARROS II;SILVIO BARROS;PP;PP / PRB / PMDB / PSDB / PHS / PTB / PR / PPS / PTC / PRTB / PMN / PSDC / PSL / SD / PRP;2;Não Eleito;2016-10-30 18:02:54;76910;160000034091;#NULO#;2;2016;;82868;0
PR;PONTA GROSSA;11;Prefeito;23;MARCELO RANGEL CRUZ DE OLIVEIRA;MARCELO RANGEL CRUZ OLIVEIRA;PPS;PPS / PSB / DEM / PSL / PSD / PSDB / PRB / PTB / PROS / PV / PP / PSC;2;Eleito;2016-10-30 18:08:23;77771;160000027047;#NULO#;2;2016;;98058;0
PR;PONTA GROSSA;11;Prefeito;18;ALIEL MACHADO BARK;ALIEL MACHADO;REDE;REDE / PTN / PR / PT / PMDB / PTC / PT do B;2;Não Eleito;2016-10-30 18:08:23;77771;160000011560;#NULO#;2;2016;;79008;0
RJ;BELFORD ROXO;11;Prefeito;15;WAGNER DOS SANTOS CARNEIRO;WAGUINHO;PMDB;PMDB / PSL / PRB / PDT / PR / PT / PV / PRTB / PTN / PSC / PPS / PPL;2;Eleito;2016-10-30 18:37:07;58041;190000004206;#NULO#;2;2016;;117352;0
RJ;BELFORD ROXO;11;Prefeito;25;DEODALTO JOSÉ FERREIRA;DR,DEODALTO;DEM;DEM / PSDC / PHS / PMN / PMB / PSB / PSD / PROS / PRP / SD;2;Não Eleito;2016-10-30 18:37:07;58041;190000014067;#NULO#;2;2016;;88566;0
RJ;DUQUE DE CAXIAS;11;Prefeito;15;WASHINGTON REIS DE OLIVEIRA;WASHINGTON REIS;PMDB;PMDB / PSL / PPS / PRP / PHS / PSB;2;Eleito;2016-10-30 18:43:14;58335;190000017620;#NULO#;2;2016;;217800;0
RJ;DUQUE DE CAXIAS;11;Prefeito;19;JORGE MOREIRA THEODORO;DICA;PTN;PTN / PRB / PT / PSC / PMN / PV / PROS / PSD / PC do B / PDT;2;Não Eleito;2016-10-30 18:43:14;58335;190000009969;#NULO#;2;2016;;184230;0
RJ;NITERÓI;11;Prefeito;43;RODRIGO NEVES BARRETO;RODRIGO NEVES;PV;PV / PDT / PC do B / PTN / PRB / PT / PSL / SD / PTB / PMDB / PPS / PP / PRP / PEN / PMB / PRTB / REDE / DEM / PR;2;Eleito;2016-10-30 19:21:19;58653;190000009022;#NULO#;2;2016;;130473;0
RJ;NITERÓI;11;Prefeito;40;FELIPE DOS SANTOS PEIXOTO;FELIPE;PSB;PSB / PSDB / PHS / PTC / PT do B / PSDC / PMN / PSD / PROS / PPL / PSC;2;Não Eleito;2016-10-30 19:21:19;58653;190000013626;#NULO#;2;2016;;92205;0
RJ;NOVA IGUAÇU;11;Prefeito;22;ROGERIO MARTINS LISBOA;ROGERIO LISBOA;PR;PR / PT / PEN / PC do B / PPS / PDT;2;Eleito;2016-10-30 19:54:18;58696;190000016097;#NULO#;2;2016;;238081;0
RJ;NOVA IGUAÇU;11;Prefeito;15;NELSON ROBERTO BORNIER DE OLIVEIRA;BORNIER;PMDB;PMDB / PTB / PSL / PTN / PSC / DEM / PSDC / PHS / PMN / PTC / PSB / PV / PSD / PROS / PRP / PP / PMB;2;Não Eleito;2016-10-30 19:54:18;58696;190000003560;#NULO#;2;2016;;134422;0
RJ;PETRÓPOLIS;11;Prefeito;15;BERNARDO CHIM ROSSI;BERNARDO ROSSI;PMDB;PMDB / PSL / PSDC / PV / PMB / PRP / PTC / PHS / PP / PSC / PRTB / DEM / PDT / PTB / PROS / PEN / PSDB;2;Eleito;2016-10-30 19:24:54;58777;190000008265;#NULO#;2;2016;;79296;0
RJ;PETRÓPOLIS;11;Prefeito;40;RUBENS JOSÉ FRANÇA BOMTEMPO;RUBENS BOMTEMPO;PSB;PSB / REDE / PC do B / PR / SD / PSD / PTN / PT do B / PRB;2;Não Eleito;2016-10-30 19:24:54;58777;190000013112;#NULO#;2;2016;;71320;0
RJ;RIO DE JANEIRO;11;Prefeito;10;MARCELO BEZERRA CRIVELLA;CRIVELLA;PRB;PRB / PTN / PR;2;Eleito;2016-10-30 20:41:45;60011;190000017952;#NULO#;2;2016;;1700030;0
RJ;RIO DE JANEIRO;11;Prefeito;50;MARCELO RIBEIRO FREIXO;MARCELO FREIXO;PSOL;PSOL / PCB;2;Não Eleito;2016-10-30 20:41:45;60011;190000003384;#NULO#;2;2016;;1163662;0
RJ;SÃO GONÇALO;11;Prefeito;23;JOSÉ LUIZ NANCI;DR, JOSÉ LUIZ NANCI;PPS;PPS / PSL / SD;2;Eleito;2016-10-30 19:12:21;58971;190000008678;#NULO#;2;2016;;221754;0
RJ;SÃO GONÇALO;11;Prefeito;10;DEJORGE PATRICIO DA SILVA;DEJORGE PATRICIO;PRB;PRB / PMN / PRTB;2;Não Eleito;2016-10-30 19:12:21;58971;190000010131;#NULO#;2;2016;;191699;0
RJ;VOLTA REDONDA;11;Prefeito;43;ELDERSON FERREIRA DA SILVA;SAMUCA SILVA;PV;PV;2;Eleito;2016-10-30 19:03:32;59250;190000006381;#NULO#;2;2016;;89055;0
RJ;VOLTA REDONDA;11;Prefeito;10;PAULO CÉSAR BALTAZAR DA NÓBREGA;BALTAZAR;PRB;PRB / PDT / PT / PSL;2;Não Eleito;2016-10-30 19:03:32;59250;190000011924;#NULO#;2;2016;;74049;0
RO;PORTO VELHO;11;Prefeito;45;HILDON DE LIMA CHAVES;DR HILDON;PSDB;PSDB / PSDC;2;Eleito;2016-10-30 21:06:17;00035;220000000876;#NULO#;2;2016;;148673;0
RO;PORTO VELHO;11;Prefeito;14;LEONARDO BARRETO DE MORAES;LÉO MORAES;PTB;PTB / PP / PRP / PTN / PROS / PSC / PPS;2;Não Eleito;2016-10-30 21:06:17;00035;220000001257;#NULO#;2;2016;;79534;0
RS;CANOAS;11;Prefeito;14;LUIZ CARLOS GHIORZZI BUSATO;BUSATO;PTB;PMN / PTB / PSDC / PEN / PT do B / REDE / PRTB / PRP / PMDB / PR / PSC;2;Eleito;2016-10-30 18:03:30;85898;210000022727;#NULO#;2;2016;;84387;0
RS;CANOAS;11;Prefeito;10;LUCIA ELISABETH COLOMBO SILVEIRA;BETH COLOMBO;PRB;PRB / PT / PDT / PP / PSB / PC do B / PROS / PPS / PSD / PV / PTC / PTN / PHS / SD;2;Não Eleito;2016-10-30 18:03:30;85898;210000002896;#NULO#;2;2016;;80263;0
RS;CAXIAS DO SUL;11;Prefeito;10;DANIEL ANTONIO GUERRA;DANIEL GUERRA;PRB;PRB / PR / PEN;2;Eleito;2016-10-30 19:00:14;85995;210000020853;#NULO#;2;2016;;148501;0
RS;CAXIAS DO SUL;11;Prefeito;12;EDSON HUMBERTO NESPOLO;EDSON NESPOLO;PDT;PDT / PMDB / PSB / DEM / PSD / PSDB / PSC / PT do B / PPS / SD / PTC / PRP / PMN / PHS / PPL / PROS / PTN / PV / PP / PTB / PSDC;2;Não Eleito;2016-10-30 19:00:14;85995;210000006980;#NULO#;2;2016;;87996;0
RS;PORTO ALEGRE;11;Prefeito;45;NELSON MARCHEZAN JUNIOR;NELSON MARCHEZAN JUNIOR;PSDB;PP / PSDB / PMB / PTC;2;Eleito;2016-10-30 19:07:41;88013;210000029381;#NULO#;2;2016;;402165;0
RS;PORTO ALEGRE;11;Prefeito;15;SEBASTIÃO DE ARAUJO MELO;SEBASTIÃO MELO;PMDB;PMDB / PDT / PHS / PROS / PTN / PRTB / PRB / PSDC / PPS / PSB / PSD / DEM / REDE / PEN;2;Não Eleito;2016-10-30 19:07:41;88013;210000011191;#NULO#;2;2016;;262601;0
RS;SANTA MARIA;11;Prefeito;45;JORGE CLADISTONE POZZOBOM;POZZOBOM;PSDB;PSDB / PP / PR / DEM / PROS;2;Eleito;2016-10-30 18:48:06;88412;210000007388;#NULO#;2;2016;;73003;0
RS;SANTA MARIA;11;Prefeito;13;ANTONIO VALDECI OLIVEIRA DE OLIVEIRA;VALDECI OLIVEIRA;PT;PT / PC do B / PHS;2;Não Eleito;2016-10-30 18:48:06;88412;210000008741;#NULO#;2;2016;;72777;0
SC;BLUMENAU;11;Prefeito;45;NAPOLEÃO BERNARDES NETO;NAPOLEÃO BERNARDES;PSDB;PSDB / PSB / PRP / PT do B / PMDB / PV / PP / DEM / PTC / SD / PMB / PTB;2;Eleito;2016-10-30 18:53:06;80470;240000014232;#NULO#;2;2016;;104535;0
SC;BLUMENAU;11;Prefeito;55;JEAN JACKSON KUHLMANN;JEAN KUHLMANN;PSD;PSD / PRB / PSL / PR / PSC / PROS / PPS;2;Não Eleito;2016-10-30 18:53:06;80470;240000008035;#NULO#;2;2016;;77073;0
SC;FLORIANÓPOLIS;11;Prefeito;15;GEAN MARQUES LOUREIRO;GEAN LOUREIRO;PMDB;PMDB / PSDB / DEM / PDT / PRB / PRTB / PSC / PTB / PTN / SD / PR / PRP / PPS / PPL / PTC;2;Eleito;2016-10-30 18:53:54;81051;240000007989;#NULO#;2;2016;;111943;0
SC;FLORIANÓPOLIS;11;Prefeito;11;ANGELA REGINA HEINZEN AMIN HELOU;ANGELA AMIN;PP;PP / PSD;2;Não Eleito;2016-10-30 18:53:54;81051;240000016119;#NULO#;2;2016;;110790;0
SC;JOINVILLE;11;Prefeito;15;UDO DOHLER;UDO DOHLER;PMDB;PMDB / PV / PC do B / PT do B / PSC / PTC / PROS / PTB;2;Eleito;2016-10-30 18:47:29;81795;240000007456;#NULO#;2;2016;;171217;0
SC;JOINVILLE;11;Prefeito;55;DARCI DE MATOS;DARCI DE MATOS;PSD;PSD / PSDC / PMB / PSB / PR;2;Não Eleito;2016-10-30 18:47:29;81795;240000010927;#NULO#;2;2016;;136702;0
SE;ARACAJU;11;Prefeito;65;EDVALDO NOGUEIRA FILHO;EDVALDO NOGUEIRA;PC do B;PC do B / PT / PSD / PRP / PMDB / PT do B / PTN / PRB;2;Eleito;2016-10-30 18:38:08;31054;260000002214;#NULO#;2;2016;;146271;0
SE;ARACAJU;11;Prefeito;40;ANTONIO CARLOS VALADARES FILHO;VALADARES FILHO;PSB;PSB / PP / PSC / PSL / PTB / PRTB / PMB / PR / PTC / PROS / PDT / PSDC / PPL / SD;2;Não Eleito;2016-10-30 18:38:08;31054;260000003491;#NULO#;2;2016;;134435;0
SP;BAURU;11;Prefeito;55;CLODOALDO ARMANDO GAZZETTA;GAZZETTA;PSD;PP / PSD / PTB / PSB / DEM / PROS / PC do B / PSC / PEN / REDE;2;Eleito;2016-10-30 19:23:04;62197;250000086681;#NULO#;2;2016;;105751;0
SP;BAURU;11;Prefeito;43;RAUL APARECIDO GONÇALVES PAULA;RAUL;PV;PV / PSDB / PR / PTN / PPS / PMB;2;Não Eleito;2016-10-30 19:23:04;62197;250000071941;#NULO#;2;2016;;70617;0
SP;DIADEMA;11;Prefeito;43;LAURO MICHELS SOBRINHO;LAURO MICHELS;PV;PV / PSDB / PC do B / PSB / PRP / PRTB / PP / PROS / PSL / DEM / PPS / PDT / PEN / PSDC / PPL;2;Eleito;2016-10-30 20:06:01;63770;250000014230;#NULO#;2;2016;;113585;0
SP;DIADEMA;11;Prefeito;10;WAGNER FEITOZA;VAGUINHO;PRB;PRB / PTB / PMDB / PTN / PSC / PR / PMB / SD;2;Não Eleito;2016-10-30 20:06:01;63770;250000026249;#NULO#;2;2016;;83362;0
SP;FRANCA;11;Prefeito;25;GILSON DE SOUZA;GILSON DE SOUZA;DEM;DEM / PP / PSC / PEN / PSDC / PROS;2;Eleito;2016-10-30 19:56:59;64254;250000088188;#NULO#;2;2016;;90817;0
SP;FRANCA;11;Prefeito;45;SIDNEI FRANCO DA ROCHA;SIDNEI FRANCO DA ROCHA;PSDB;PSDB / PRB / PPS / SD / PMN / PSD;2;Não Eleito;2016-10-30 19:56:59;64254;250000006303;#NULO#;2;2016;;70405;0
SP;GUARUJÁ;11;Prefeito;40;VALTER SUMAN;DR, VALTER SUMAN;PSB;PSB / PMB / PEN / PHS;2;Eleito;2016-10-30 19:42:37;64750;250000033320;#NULO#;2;2016;;79702;0
SP;GUARUJÁ;11;Prefeito;23;HAIFA ALI ABDUL RAHIM MADI;HAIFA MADI;PPS;PPS / PRTB / PRP;2;Não Eleito;2016-10-30 19:42:37;64750;250000094116;#NULO#;2;2016;;77056;0
SP;GUARULHOS;11;Prefeito;40;GUSTAVO HENRIC COSTA;GUTI;PSB;PSB / PSC / PPS / REDE;2;Eleito;2016-10-30 20:30:23;64777;250000015714;#NULO#;2;2016;;481541;0
SP;GUARULHOS;11;Prefeito;25;ADRIANO ELI CORREA;ELI CORREA FILHO;DEM;DEM / PMDB / PRTB / PEN / PSL / PC do B / PTN / PDT;2;Não Eleito;2016-10-30 20:30:23;64777;250000014257;#NULO#;2;2016;;95161;0
SP;JUNDIAÍ;11;Prefeito;45;LUIZ FERNANDO ARANTES MACHADO;LUIZ FERNANDO MACHADO;PSDB;PSDB / PV / DEM / PR / PRP / PSB / PTB / PTN;2;Eleito;2016-10-30 19:57:35;66192;250000033674;#NULO#;2;2016;;116019;0
