sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
AM;3;Governador;16;HERBERT AMAZONAS MASSULO;HERBERT AMAZONAS;PSTU;PSTU;1;Não Eleito;2011-06-06 14:06:37;AM;40000000274;#NE;14417;2010;0,0029;4328;1477948
AM;3;Governador;50;LUIZ CARLOS CARVALHO SENA;LUIZ CARLOS SENA;PSOL;PSOL;1;Não Eleito;2011-06-06 14:06:37;AM;40000000387;#NE;14417;2010;0,0018;2723;1477948
AP;3;Governador;14;LUIZ CANTUÁRIA BARRETO;LUCAS;PTB;PCB / PMN / PRP / PRTB / PSDC / PTB / PTC;1;Segundo turno;2011-11-10 19:07:45;AP;30000000585;#NE;14417;2010;0,2893;96165;332356
AP;3;Governador;40;CARLOS CAMILO GOES CAPIBERIBE;CAMILO CAPIBERIBE;PSB;PSB / PT;1;Segundo turno;2011-11-10 19:07:45;AP;30000000011;#NE;14417;2010;0,2868;95328;332356
AP;3;Governador;45;JORGE EMANOEL AMANAJAS CARDOSO;JORGE AMANAJAS;PSDB;PMDB / PPS / PSC / PSDB / PTN / PV;1;Não Eleito;2011-11-10 19:07:45;AP;30000000294;#NE;14417;2010;0,2819;93695;332356
AP;3;Governador;11;PEDRO PAULO DIAS DE CARVALHO;PEDRO PAULO;PP;DEM / PC do B / PDT / PHS / PP / PR / PRB / PSL / PT do B;1;Não Eleito;2011-11-10 19:07:45;AP;30000000213;#NE;14417;2010;0,135;44870;332356
AP;3;Governador;16;GENIVAL CRUZ DE ARAÚJO;GENIVAL CRUZ;PSTU;PSTU;1;Não Eleito;2011-11-10 19:07:45;AP;30000000004;#NE;14417;2010;0,0069;2298;332356
BA;3;Governador;13;JAQUES WAGNER;WAGNER;PT;PC do B / PDT / PHS / PP / PRB / PSB / PSL / PT;1;Eleito;2014-07-15 15:41:34;BA;50000000914;#NE;14417;2010;0,6383;4101270;6425105
BA;3;Governador;25;PAULO GANEM SOUTO;PAULO SOUTO;DEM;DEM / PSDB;1;Não Eleito;2014-07-15 15:41:34;BA;50000000001;#NE;14417;2010;0,1609;1033600;6425105
BA;3;Governador;15;GEDDEL QUADROS VIEIRA LIMA;GEDDEL VIEIRA LIMA;PMDB;PMDB / PMN / PPS / PR / PRP / PRTB / PSC / PSDC / PT do B / PTB / PTC / PTN;1;Não Eleito;2014-07-15 15:41:34;BA;50000000740;#NE;14417;2010;0,1556;1000038;6425105
BA;3;Governador;43;LUIZ CARLOS BASSUMA;BASSUMA;PV;PV;1;Não Eleito;2014-07-15 15:41:34;BA;50000000119;#NE;14417;2010;0,0395;253523;6425105
BA;3;Governador;50;MARCOS ANTONIO GUIMARÃES MENDES;MARCOS MENDES;PSOL;PSOL;1;Não Eleito;2014-07-15 15:41:34;BA;50000000630;#NE;14417;2010;0,0049;31705;6425105
BA;3;Governador;21;SANDRO ROBERTO SANTA BARBARA DO ESPIRITO SANTO;SANDRO SANTA BÁRBARA;PCB;PCB;1;Não Eleito;2014-07-15 15:41:34;BA;50000000112;#NE;14417;2010;0,0008;4969;6425105
CE;3;Governador;40;CID FERREIRA GOMES;CID GOMES;PSB;PC do B / PDT / PMDB / PRB / PSB / PSC / PT;1;Eleito;2012-05-17 18:04:38;CE;60000000152;#NE;14417;2010;0,6127;2436940;3977109
CE;3;Governador;45;MARCOS CESAR CALS DE OLIVEIRA;MARCOS CALS;PSDB;DEM / PSDB;1;Não Eleito;2012-05-17 18:04:38;CE;60000000365;#NE;14417;2010;0,1951;775852;3977109
CE;3;Governador;22;LUCIO GONCALO DE ALCANTARA;LUCIO ALCANTARA;PR;PPS / PR;1;Não Eleito;2012-05-17 18:04:38;CE;60000000001;#NE;14417;2010;0,1644;654035;3977109
CE;3;Governador;43;RAIMUNDO MARCELO CARVALHO DA SILVA;MARCELO SILVA;PV;PV;1;Não Eleito;2012-05-17 18:04:38;CE;60000000312;#NE;14417;2010;0,0167;66271;3977109
CE;3;Governador;50;SORAYA VANINI TUPINAMBÁ;SORAYA TUPINAMBÁ;PSOL;PSOL;1;Não Eleito;2012-05-17 18:04:38;CE;60000000387;#NE;14417;2010;0,0097;38599;3977109
CE;3;Governador;16;FRANCISCO DAS CHAGAS GONZAGA;GONZAGA;PSTU;PSTU;1;Não Eleito;2012-05-17 18:04:38;CE;60000000727;#NE;14417;2010;0,0014;5412;3977109
DF;3;Governador;13;AGNELO SANTOS QUEIROZ FILHO;AGNELO;PT;PC do B / PDT / PHS / PMDB / PPS / PRB / PRP / PSB / PT / PTB / PTC;1;Segundo turno;2012-07-18 13:37:02;DF;70000000645;#NE;14417;2010;0,4841;676394;1397303
DF;3;Governador;20;WESLIAN DO PERPETUO SOCORRO PELES RORIZ;RORIZ;PSC;DEM / PMN / PP / PR / PRTB / PSC / PSDB / PSDC / PT do B;1;Segundo turno;2012-07-18 13:37:02;DF;70000001223;#NE;14417;2010;0,315;440128;1397303
DF;3;Governador;50;ANTONIO CARLOS DE ANDRADE;TONINHO DO PSOL;PSOL;PSOL;1;Não Eleito;2012-07-18 13:37:02;DF;70000000051;#NE;14417;2010;0,1425;199095;1397303
DF;3;Governador;43;EDUARDO DUTRA BRANDÃO CAVALCANTI;EDUARDO BRANDÃO;PV;PV;1;Não Eleito;2012-07-18 13:37:02;DF;70000000868;#NE;14417;2010;0,0564;78837;1397303
DF;3;Governador;16;RODRIGO DE SOUZA DANTAS MENDONCA PINTO;RODRIGO DANTAS;PSTU;PSTU;1;Não Eleito;2012-07-18 13:37:02;DF;70000000001;#NE;14417;2010;0,002;2849;1397303
ES;3;Governador;40;JOSÉ RENATO CASAGRANDE;RENATO CASAGRANDE;PSB;PC do B / PDT / PHS / PMDB / PP / PR / PRB / PRP / PSB / PSC / PSDC / PT / PT do B / PTC / PTN / PV;1;Eleito;2012-03-14 18:13:29;ES;80000000182;#NE;14417;2010;0,823;1502070;1825092
ES;3;Governador;45;LUIZ PAULO VELLOZO LUCAS;LUIZ PAULO;PSDB;DEM / PMN / PPS / PSDB / PTB;1;Não Eleito;2012-03-14 18:13:29;ES;80000000432;#NE;14417;2010;0,155;282910;1825092
ES;3;Governador;50;BRICE BRAGATO;BRICE BRAGATO;PSOL;PSOL;1;Não Eleito;2012-03-14 18:13:29;ES;80000000385;#NE;14417;2010;0,0209;38177;1825092
ES;3;Governador;28;GILBERTO JOÃO CAREGNATO;ADVOGADO DR, GILBERTO;PRTB;PRTB / PSL;1;Não Eleito;2012-03-14 18:13:29;ES;80000000377;#NE;14417;2010;0,0011;1935;1825092
GO;3;Governador;45;MARCONI FERREIRA PERILLO JÚNIOR;MARCONI PERILLO;PSDB;DEM / PHS / PMN / PPS / PRB / PRTB / PSDB / PSL / PT do B / PTB / PTC;1;Segundo turno;2011-06-30 16:01:48;GO;90000000113;#NE;14417;2010;0,4633;1400227;3022567
GO;3;Governador;15;IRIS REZENDE MACHADO;IRIS REZENDE;PMDB;PC do B / PMDB / PT;1;Segundo turno;2011-06-30 16:01:48;GO;90000000595;#NE;14417;2010;0,3638;1099552;3022567
GO;3;Governador;22;VANDERLAN VIEIRA CARDOSO;VANDERLAN;PR;PDT / PP / PR / PRP / PSB / PSC / PSDC / PTN / PV;1;Não Eleito;2011-06-30 16:01:48;GO;90000000364;#NE;14417;2010;0,1662;502462;3022567
GO;3;Governador;21;MARTA JANE DA SILVA;MARTA JANE;PCB;PCB;1;Não Eleito;2011-06-30 16:01:48;GO;90000000400;#NE;14417;2010;0,0049;14928;3022567
GO;3;Governador;50;WASHINGTON FRAGA GUIMARAES;WASHINGTON FRAGA;PSOL;PSOL / PSTU;1;Não Eleito;2011-06-30 16:01:48;GO;90000000407;#NE;14417;2010;0,0018;5398;3022567
MA;3;Governador;15;ROSEANA SARNEY MURAD;ROSEANA;PMDB;DEM / PHS / PMDB / PMN / PP / PR / PRB / PRP / PRTB / PSC / PSL / PT / PT do B / PTB / PTN / PV;1;Eleito;2010-11-08 13:30:32;MA;100000000204;#NE;14417;2010;0,5008;1459792;2914707
MA;3;Governador;65;FLAVIO DINO DE CASTRO E COSTA;FLÁVIO DINO;PC do B;PC do B / PPS / PSB;1;Não Eleito;2010-11-08 13:30:32;MA;100000000583;#NE;14417;2010;0,2949;859402;2914707
MA;3;Governador;12;JACKSON KEPLER LAGO;JACKSON LAGO;PDT;PDT / PSDB / PTC;1;Não Eleito;2010-11-08 13:30:32;MA;100000000011;#NE;14417;2010;0,1954;569412;2914707
MA;3;Governador;16;MARCOS ANTONIO SILVA DO NASCIMENTO;MARCOS SILVA;PSTU;PSTU;1;Não Eleito;2010-11-08 13:30:32;MA;100000000001;#NE;14417;2010;0,005;14685;2914707
MA;3;Governador;50;SAULO COSTA ARCANGELI;SAULO;PSOL;PSOL;1;Não Eleito;2010-11-08 13:30:32;MA;100000000270;#NE;14417;2010;0,0031;8898;2914707
MA;3;Governador;21;JOSIVALDO CORRÊA SILVA;JOSIVALDO CORRÊA;PCB;PCB;1;Não Eleito;2010-11-08 13:30:32;MA;100000001005;#NE;14417;2010;0,0009;2518;2914707
MG;3;Governador;45;ANTONIO AUGUSTO JUNHO ANASTASIA;ANTONIO ANASTASIA;PSDB;DEM / PDT / PMN / PP / PPS / PR / PSB / PSC / PSDB / PSDC / PSL / PTB;1;Eleito;2012-09-30 17:16:19;MG;130000000950;#NE;14417;2010;0,6272;6275520;10006027
MG;3;Governador;15;HÉLIO CALIXTO DA COSTA;HELIO COSTA;PMDB;PC do B / PMDB / PRB / PT;1;Não Eleito;2012-09-30 17:16:19;MG;130000002030;#NE;14417;2010;0,3418;3419622;10006027
MG;3;Governador;43;JOSÉ FERNANDO APARECIDO DE OLIVEIRA;ZÉ FERNANDO APARECIDO;PV;PV;1;Não Eleito;2012-09-30 17:16:19;MG;130000000739;#NE;14417;2010;0,0234;234125;10006027
MG;3;Governador;50;LUIZ CARLOS FERREIRA;PROF LUIZ CARLOS;PSOL;PSOL;1;Não Eleito;2012-09-30 17:16:19;MG;130000001755;#NE;14417;2010;0,0033;32734;10006027
MG;3;Governador;16;VANESSA PORTUGAL BARBOSA;VANESSA PORTUGAL;PSTU;PSTU;1;Não Eleito;2012-09-30 17:16:19;MG;130000001104;#NE;14417;2010;0,003;29836;10006027
MG;3;Governador;21;FÁBIO APARECIDO MARTINS BEZERRA;FABINHO;PCB;PCB;1;Não Eleito;2012-09-30 17:16:19;MG;130000001957;#NE;14417;2010;0,0007;6763;10006027
MG;3;Governador;70;EDILSON JOSE DO NASCIMENTO;EDILSON NASCIMENTO;PT do B;PHS / PRP / PRTB / PT do B / PTC / PTN;1;Não Eleito;2012-09-30 17:16:19;MG;130000001126;#NE;14417;2010;0,0005;4639;10006027
MG;3;Governador;29;ADILSON ROSA DOS SANTOS;ADILSON ROSA;PCO;PCO;1;Não Eleito;2012-09-30 17:16:19;MG;130000002580;#NE;14417;2010;0,0003;2788;10006027
MS;3;Governador;15;ANDRE PUCCINELLI;ANDRE PUCCINELLI;PMDB;DEM / PHS / PMDB / PMN / PPS / PR / PRB / PRTB / PSB / PSDB / PT do B / PTB / PTC / PTN;1;Eleito;2010-10-03 21:12:43;MS;120000000001;#NE;14417;2010;0,56;704407;1257951
MS;3;Governador;13;JOSE ORCIRIO MIRANDA DOS SANTOS;ZECA DO PT;PT;PC do B / PDT / PP / PRP / PSC / PSDC / PSL / PT / PV;1;Não Eleito;2010-10-03 21:12:43;MS;120000000267;#NE;14417;2010;0,425;534601;1257951
MS;3;Governador;50;NEI BRAGA FERREIRA DA CRUZ;NEI BRAGA;PSOL;PSOL;1;Não Eleito;2010-10-03 21:12:43;MS;120000000416;#NE;14417;2010;0,0151;18943;1257951
MT;3;Governador;15;SILVAL DA CUNHA BARBOSA;SILVAL BARBOSA;PMDB;PC do B / PHS / PMDB / PP / PR / PRB / PRP / PSC / PT / PTC / PTN;1;Eleito;2011-06-16 20:17:54;MT;110000000010;#NE;14417;2010;0,5121;759805;1483578
MT;3;Governador;40;MAURO MENDES FERREIRA;MAURO MENDES;PSB;PDT / PPS / PSB / PV;1;Não Eleito;2011-06-16 20:17:54;MT;110000000162;#NE;14417;2010;0,3185;472475;1483578
MT;3;Governador;45;WILSON PEREIRA DOS SANTOS;WILSON SANTOS;PSDB;DEM / PMN / PRTB / PSDB / PSDC / PSL / PT do B / PTB;1;Não Eleito;2011-06-16 20:17:54;MT;110000000022;#NE;14417;2010;0,1655;245527;1483578
MT;3;Governador;50;MARCOS MAGNO DE CASTRO FERREIRA;MARCOS MAGNO;PSOL;PSOL;1;Não Eleito;2011-06-16 20:17:54;MT;110000000001;#NE;14417;2010;0,0039;5771;1483578
PA;3;Governador;45;SIMÃO ROBSON OLIVEIRA JATENE;SIMAO JATENE;PSDB;DEM / PMN / PPS / PRP / PRTB / PSDB / PSDC;1;Segundo turno;2011-12-16 13:25:41;PA;140000000317;#NE;14417;2010;0,4892;1720631;3517559
PA;3;Governador;13;ANA JULIA DE VASCONCELOS CAREPA;ANA JULIA;PT;PC do B / PDT / PHS / PP / PR / PRB / PSB / PSC / PT / PT do B / PTB / PTC / PTN / PV;1;Segundo turno;2011-12-16 13:25:41;PA;140000000610;#NE;14417;2010;0,3605;1267981;3517559
PA;3;Governador;15;DOMINGOS JUVENIL NUNES DE SOUSA;JUVENIL;PMDB;PMDB;1;Não Eleito;2011-12-16 13:25:41;PA;140000000178;#NE;14417;2010;0,1081;380331;3517559
PA;3;Governador;50;FERNANDO ANTÔNIO MARTINS CARNEIRO;FERNANDO CARNEIRO;PSOL;PSOL;1;Não Eleito;2011-12-16 13:25:41;PA;140000000118;#NE;14417;2010;0,0304;107102;3517559
PA;3;Governador;16;JOSÉ CLEBER BARROS RABELO;CLEBER RABELO;PSTU;PSTU;1;Não Eleito;2011-12-16 13:25:41;PA;140000000107;#NE;14417;2010;0,0118;41514;3517559
PB;3;Governador;40;RICARDO VIEIRA COUTINHO;RICARDO COUTINHO;PSB;DEM / PDT / PPS / PRP / PSB / PSDB / PTC / PTN / PV;1;Segundo turno;2013-03-11 17:50:52;PB;150000000286;#NE;14417;2010;0,4974;942121;1893926
PB;3;Governador;15;JOSE TARGINO MARANHAO;ZE MARANHAO;PMDB;PC do B / PHS / PMDB / PMN / PP / PR / PRB / PSC / PSL / PT / PT do B / PTB;1;Segundo turno;2013-03-11 17:50:52;PB;150000000335;#NE;14417;2010;0,493;933754;1893926
PB;3;Governador;50;NELSON ALEIXO DA SILVA JUNIOR;NELSON JUNIOR;PSOL;PSOL;1;Não Eleito;2013-03-11 17:50:52;PB;150000000029;#NE;14417;2010;0,0066;12471;1893926
PB;3;Governador;29;MARIA DE LOURDES SARMENTO;LOURDES SARMENTO;PCO;PCO;1;Não Eleito;2013-03-11 17:50:52;PB;150000000017;#NE;14417;2010;0,0013;2442;1893926
PB;3;Governador;21;FRANCISCO DE ASSIS OLIVEIRA DA SILVA;FRANCISCO OLIVEIRA;PCB;PCB;1;Não Eleito;2013-03-11 17:50:52;PB;150000000001;#NE;14417;2010;0,001;1886;1893926
PB;3;Governador;16;MARCELINO RODRIGUES DA SILVA;MARCELINO;PSTU;PSTU;1;Não Eleito;2013-03-11 17:50:52;PB;150000000026;#NE;14417;2010;0,0007;1252;1893926
PE;3;Governador;40;EDUARDO HENRIQUE ACCIOLY CAMPOS;EDUARDO CAMPOS;PSB;PC do B / PDT / PHS / PP / PR / PRB / PRP / PSB / PSC / PSDC / PSL / PT / PT do B / PTB / PTC;1;Eleito;2014-11-21 16:49:29;PE;170000000001;#NE;14417;2010;0,8284;3450874;4165897
PE;3;Governador;15;JARBAS DE ANDRADE VASCONCELOS;JARBAS;PMDB;DEM / PMDB / PMN / PPS / PSDB;1;Não Eleito;2014-11-21 16:49:29;PE;170000000155;#NE;14417;2010;0,1406;585724;4165897
PE;3;Governador;43;SERGIO LUIS DE CARVALHO XAVIER;SÉRGIO XAVIER;PV;PV;1;Não Eleito;2014-11-21 16:49:29;PE;170000000687;#NE;14417;2010;0,0208;86543;4165897
PE;3;Governador;50;EDILSON FRANCISCO DA SILVA;EDILSON SILVA;PSOL;PSOL;1;Não Eleito;2014-11-21 16:49:29;PE;170000000412;#NE;14417;2010;0,0089;37257;4165897
PE;3;Governador;28;FERNANDO ANTONIO RODOVALHO;FERNANDO RODOVALHO;PRTB;PRTB / PTN;1;Não Eleito;2014-11-21 16:49:29;PE;170000000923;#NE;14417;2010;0,0007;2751;4165897
PE;3;Governador;16;JAIR PEDRO DA SILVA;JAIR PEDRO;PSTU;PSTU;1;Não Eleito;2014-11-21 16:49:29;PE;170000000441;#NE;14417;2010;0,0007;2748;4165897
PI;3;Governador;40;WILSON NUNES MARTINS;WILSON MARTINS;PSB;PC do B / PMDB / PR / PRB / PRP / PSB / PT / PTN;1;Segundo turno;2011-10-13 15:56:53;PI;180000000334;#NE;14417;2010;0,4637;725563;1564659
PI;3;Governador;45;SILVIO MENDES DE OLIVEIRA FILHO;SILVIO MENDES;PSDB;DEM / PPS / PSC / PSDB;1;Segundo turno;2011-10-13 15:56:53;PI;180000000098;#NE;14417;2010;0,3008;470660;1564659
PI;3;Governador;14;JOÃO VICENTE DE MACÊDO CLAUDINO;JOÃO VICENTE;PTB;PDT / PHS / PP / PRTB / PT do B / PTB / PTC;1;Não Eleito;2011-10-13 15:56:53;PI;180000000227;#NE;14417;2010;0,2154;337028;1564659
PI;3;Governador;43;TERESA DOS SANTOS SOUSA BRITTO;TERESA BRITTO;PV;PV;1;Não Eleito;2011-10-13 15:56:53;PI;180000000181;#NE;14417;2010;0,0159;24820;1564659
PI;3;Governador;17;JOSÉ AVELÁ PERERA COSTA;AVELAR;PSL;PSL;1;Não Eleito;2011-10-13 15:56:53;PI;180000000362;#NE;14417;2010;0,002;3106;1564659
PI;3;Governador;16;GERALDO NASCIMENTO CARVALHO;GERALDO CARVALHO;PSTU;PSTU;1;Não Eleito;2011-10-13 15:56:53;PI;180000000355;#NE;14417;2010;0,0013;2037;1564659
PI;3;Governador;50;JOSÉ ROMUALDO LOPES DE SOUSA;ROMUALDO BRAZIL;PSOL;PSOL;1;Não Eleito;2011-10-13 15:56:53;PI;180000000369;#NE;14417;2010;0,0009;1445;1564659
PR;3;Governador;45;CARLOS ALBERTO RICHA;BETO RICHA;PSDB;DEM / PHS / PMN / PP / PPS / PRB / PRP / PSB / PSDB / PSDC / PSL / PTB / PTC / PTN;1;Eleito;2013-09-11 17:22:10;PR;160000001071;#NE;14417;2010;0,5244;3039774;5797026
PR;3;Governador;12;OSMAR FERNANDES DIAS;OSMAR DIAS;PDT;PC do B / PDT / PMDB / PR / PSC / PT;1;Não Eleito;2013-09-11 17:22:10;PR;160000000914;#NE;14417;2010;0,4563;2645341;5797026
PR;3;Governador;43;PAULO SALAMUNI;PAULO SALAMUNI;PV;PV;1;Não Eleito;2013-09-11 17:22:10;PR;160000000202;#NE;14417;2010;0,0141;81576;5797026
PR;3;Governador;50;LUIZ FELIPE BERGMANN;LUIZ FELIPE BERGMANN;PSOL;PSOL;1;Não Eleito;2013-09-11 17:22:10;PR;160000000606;#NE;14417;2010;0,0032;18826;5797026
PR;3;Governador;16;AVANILSON ALVES ARAÚJO;AVANILSON;PSTU;PSTU;1;Não Eleito;2013-09-11 17:22:10;PR;160000000077;#NE;14417;2010;0,0007;4041;5797026
PR;3;Governador;21;AMADEU FELIPE DA LUZ FERREIRA;AMADEU FELIPE;PCB;PCB;1;Não Eleito;2013-09-11 17:22:10;PR;160000000850;#NE;14417;2010;0,0007;3826;5797026
PR;3;Governador;28;ROBINSON LUIS CORDEIRO DE PAULA;ROBINSON DE PAULA;PRTB;PRTB;1;Não Eleito;2013-09-11 17:22:10;PR;160000000886;#NE;14417;2010;0,0006;3642;5797026
RJ;3;Governador;15;SERGIO DE OLIVEIRA CABRAL SANTOS FILHO;SERGIO CABRAL;PMDB;PC do B / PDT / PHS / PMDB / PMN / PP / PRP / PRTB / PSB / PSC / PSDC / PSL / PT / PTB / PTC / PTN;1;Eleito;2011-09-20 13:46:57;RJ;190000000130;#NE;14417;2010;0,6608;5217972;7895935
RJ;3;Governador;43;FERNANDO PAULO NAGLE GABEIRA;GABEIRA;PV;DEM / PPS / PSDB / PV;1;Não Eleito;2011-09-20 13:46:57;RJ;190000000624;#NE;14417;2010;0,2068;1632671;7895935
RJ;3;Governador;22;FERNANDO OTAVIO DE FREITAS PEREGRINO;FERNANDO PEREGRINO;PR;PR / PT do B;1;Não Eleito;2011-09-20 13:46:57;RJ;190000002668;#NE;14417;2010;0,1081;853220;7895935
RJ;3;Governador;50;JEFFERSON DAVIDSON DIAS DE MOURA;JEFFERSON MOURA;PSOL;PSOL;1;Não Eleito;2011-09-20 13:46:57;RJ;190000002188;#NE;14417;2010;0,0167;131980;7895935
RJ;3;Governador;16;CYRO GARCIA;CYRO GARCIA;PSTU;PSTU;1;Não Eleito;2011-09-20 13:46:57;RJ;190000000626;#NE;14417;2010;0,0062;48793;7895935
RJ;3;Governador;21;EDUARDO GONÇALVES SERRA;EDUARDO SERRA;PCB;PCB;1;Não Eleito;2011-09-20 13:46:57;RJ;190000001657;#NE;14417;2010;0,0014;11299;7895935
RN;3;Governador;25;ROSALBA CIARLINI ROSADO;ROSALBA CIARLINI;DEM;DEM / PMN / PSC / PSDB / PSL / PTN;1;Eleito;2010-12-07 14:38:11;RN;200000000178;#NE;14417;2010;0,5252;813813;1549495
RN;3;Governador;40;IBERE PAIVA FERREIRA DE SOUZA;IBERE;PSB;PPS / PSB / PT / PTB;1;Não Eleito;2010-12-07 14:38:11;RN;200000000264;#NE;14417;2010;0,3629;562256;1549495
RN;3;Governador;12;CARLOS EDUARDO NUNES ALVES;CARLOS EDUARDO;PDT;PC do B / PDT / PRP;1;Não Eleito;2010-12-07 14:38:11;RN;200000000285;#NE;14417;2010;0,1038;160828;1549495
RN;3;Governador;50;SANDRO DE OLIVEIRA PIMENTEL;SANDRO PIMENTEL;PSOL;PSOL;1;Não Eleito;2010-12-07 14:38:11;RN;200000000026;#NE;14417;2010;0,0068;10520;1549495
RN;3;Governador;21;JOSÉ WALTER XAVIER;CAMARADA LETO;PCB;PCB;1;Não Eleito;2010-12-07 14:38:11;RN;200000000396;#NE;14417;2010;0,0013;2078;1549495
RO;3;Governador;15;CONFUCIO AIRES DE MOURA;CONFUCIO MOURA;PMDB;DEM / PC do B / PDT / PMDB / PRTB;1;Segundo turno;2014-01-31 11:29:20;RO;220000000001;#NE;14417;2010;0,4399;291765;663218
RO;3;Governador;23;JOÃO APARECIDO CAHULLA;JOÃO CAHULLA;PPS;PHS / PMN / PP / PPS / PRP / PSDC / PSL / PTB / PTN / PV;1;Segundo turno;2014-01-31 11:29:20;RO;220000000177;#NE;14417;2010;0,3714;246350;663218
RO;3;Governador;13;EDUARDO VALVERDE ARAÚJO ALVES;EDUARDO VALVERDE;PT;PSB / PT;1;Não Eleito;2014-01-31 11:29:20;RO;220000000123;#NE;14417;2010;0,1816;120462;663218
RO;3;Governador;50;MARCOS AUGUSTO GOMES SUSSUARANA;PROF MARCOS SUSSUARANA;PSOL;PSOL;1;Não Eleito;2014-01-31 11:29:20;RO;220000000028;#NE;14417;2010;0,007;4641;663218
RR;3;Governador;11;NEUDO RIBEIRO CAMPOS;NEUDO CAMPOS;PP;PHS / PP / PSB / PSC / PT / PTB / PTC;1;Segundo turno;2010-12-20 15:15:44;RR;230000000504;#NE;14417;2010;0,4762;104804;220107
RR;3;Governador;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;PSDB;DEM / PMDB / PPS / PR / PSDB / PTN;1;Segundo turno;2010-12-20 15:15:44;RR;230000000057;#NE;14417;2010;0,4503;99124;220107
RR;3;Governador;31;PETRONIO PEREIRA DE ARAUJO;DR PETRONIO;PHS;PHS;1;Não Eleito;2010-12-20 15:15:44;RR;230000000082;#NE;14417;2010;0,0639;14063;220107
RR;3;Governador;50;ROBERT DAGON DA SILVA;ROBERT DAGON;PSOL;PSOL;1;Não Eleito;2010-12-20 15:15:44;RR;230000000188;#NE;14417;2010;0,0096;2116;220107
