sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RS;3;Governador;13;TARSO FERNANDO HERZ GENRO;TARSO GENRO;PT;PC do B / PR / PSB / PT;1;Eleito;2011-07-06 18:54:02;RS;210000000471;#NE;14417;2010;0,5435;3416460;6285648
RS;3;Governador;15;JOSÉ ALBERTO FOGAÇA DE MEDEIROS;FOGAÇA;PMDB;PDT / PMDB / PSDC / PTN;1;Não Eleito;2011-07-06 18:54:02;RS;210000000690;#NE;14417;2010;0,2474;1554836;6285648
RS;3;Governador;45;YEDA RORATO CRUSIUS;YEDA CRUSIUS;PSDB;PHS / PP / PPS / PRB / PSC / PSDB / PSL / PT do B;1;Não Eleito;2011-07-06 18:54:02;RS;210000001294;#NE;14417;2010;0,184;1156386;6285648
RS;3;Governador;43;MONTSERRAT ANTONIO DE VASCONCELOS MARTINS;MONTSERRAT MARTINS;PV;PV;1;Não Eleito;2011-07-06 18:54:02;RS;210000001299;#NE;14417;2010;0,0149;93466;6285648
RS;3;Governador;50;PEDRO LUIZ FAGUNDES RUAS;PEDRO RUAS;PSOL;PSOL;1;Não Eleito;2011-07-06 18:54:02;RS;210000000001;#NE;14417;2010;0,006;37934;6285648
RS;3;Governador;44;AROLDO MEDINA;AROLDO MEDINA;PRP;PRP / PTC;1;Não Eleito;2011-07-06 18:54:02;RS;210000001423;#NE;14417;2010;0,0018;11264;6285648
RS;3;Governador;16;JULIO CEZAR LEIRIAS FLORES;JULIO FLORES;PSTU;PSTU;1;Não Eleito;2011-07-06 18:54:02;RS;210000001414;#NE;14417;2010;0,0013;7938;6285648
RS;3;Governador;33;CARLOS OTAVIO SCHNEIDER;SCHNEIDER;PMN;PMN;1;Não Eleito;2011-07-06 18:54:02;RS;210000000293;#NE;14417;2010;0,0009;5475;6285648
RS;3;Governador;21;HUMBERTO SETEMBRINO CORREA CARVALHO;HUMBERTO CARVALHO;PCB;PCB;1;Não Eleito;2011-07-06 18:54:02;RS;210000001591;#NE;14417;2010;0,0003;1889;6285648
SC;3;Governador;25;JOÃO RAIMUNDO COLOMBO;RAIMUNDO COLOMBO;DEM;DEM / PMDB / PPS / PRP / PSC / PSDB / PSL / PTB / PTC;1;Eleito;2011-06-29 20:34:28;SC;240000000201;#NE;14417;2010;0,5272;1815304;3443438
SC;3;Governador;11;ANGELA REGINA HEINZEN AMIN HELOU;ANGELA AMIN;PP;PDT / PP / PT do B;1;Não Eleito;2011-06-29 20:34:28;SC;240000000074;#NE;14417;2010;0,2491;857698;3443438
SC;3;Governador;13;IDELI SALVATTI;IDELI SALVATTI;PT;PC do B / PHS / PR / PRB / PRTB / PSB / PSDC / PT;1;Não Eleito;2011-06-29 20:34:28;SC;240000000382;#NE;14417;2010;0,219;754223;3443438
SC;3;Governador;50;VALMIR MARTINS;PROFESSOR VALMIR;PSOL;PSOL;1;Não Eleito;2011-06-29 20:34:28;SC;240000000148;#NE;14417;2010;0,0022;7416;3443438
SC;3;Governador;16;GILMAR SALGADO DOS SANTOS;GILMAR SALGADO;PSTU;PSTU;1;Não Eleito;2011-06-29 20:34:28;SC;240000000135;#NE;14417;2010;0,001;3273;3443438
SC;3;Governador;33;JOSE CARMELITO SMIEGUEL;CARMELITO;PMN;PMN;1;Não Eleito;2011-06-29 20:34:28;SC;240000000169;#NE;14417;2010;0,0009;2986;3443438
SC;3;Governador;21;AMADEU HERCÍLIO DA LUZ;AMADEU;PCB;PCB;1;Não Eleito;2011-06-29 20:34:28;SC;240000000166;#NE;14417;2010;0,0007;2538;3443438
SE;3;Governador;13;MARCELO DEDA CHAGAS;DEDA;PT;PC do B / PDT / PMDB / PR / PRB / PSB / PSC / PSL / PT / PTC;1;Eleito;2014-02-24 10:08:33;SE;260000000173;#NE;14417;2010;0,5208;537223;1031581
SE;3;Governador;25;JOÃO ALVES FILHO;JOÃO ALVES;DEM;DEM / PHS / PMN / PP / PPS / PSDB / PTN / PV;1;Não Eleito;2014-02-24 10:08:33;SE;260000000241;#NE;14417;2010;0,4519;466219;1031581
SE;3;Governador;27;ARIVALDO JOSÉ DOS SANTOS;PR, ARIVALDO JOSÉ;PSDC;PSDC;1;Não Eleito;2014-02-24 10:08:33;SE;260000000301;#NE;14417;2010;0,0089;9199;1031581
SE;3;Governador;16;VERA LUCIA PEREIRA DA SILVA SALGADO;VERA LUCIA;PSTU;PSTU;1;Não Eleito;2014-02-24 10:08:33;SE;260000000021;#NE;14417;2010;0,0083;8567;1031581
SE;3;Governador;50;AVILETE SILVA CRUZ;PROFESSORA AVILETE;PSOL;PSOL;1;Não Eleito;2014-02-24 10:08:33;SE;260000000001;#NE;14417;2010;0,0042;4330;1031581
SE;3;Governador;21;LEONARDO VICTOR DIAS;LEONARDO DIAS;PCB;PCB;1;Não Eleito;2014-02-24 10:08:33;SE;260000000089;#NE;14417;2010;0,0041;4247;1031581
SE;3;Governador;28;FRANCISCO HENRIQUE DE ARAGAO;HENRIQUE DO GRUPO MEXA-SE;PRTB;PRTB;1;Não Eleito;2014-02-24 10:08:33;SE;260000000031;#NE;14417;2010;0,0017;1796;1031581
SP;3;Governador;45;GERALDO JOSE RODRIGUES ALCKMIN FILHO;GERALDO ALCKMIN;PSDB;DEM / PHS / PMDB / PMN / PPS / PSC / PSDB;1;Eleito;2013-01-11 16:14:42;SP;250000001512;#NE;14417;2010;0,5059;11519314;22769983
SP;3;Governador;13;ALOIZIO MERCADANTE OLIVA;ALOIZIO MERCADANTE;PT;PC do B / PDT / PR / PRB / PRP / PRTB / PSDC / PT / PT do B / PTN;1;Não Eleito;2013-01-11 16:14:42;SP;250000001427;#NE;14417;2010;0,3521;8016866;22769983
SP;3;Governador;11;CELSO UBIRAJARA RUSSOMANNO;CELSO RUSSOMANNO;PP;PP / PTC;1;Não Eleito;2013-01-11 16:14:42;SP;250000001969;#NE;14417;2010;0,0542;1233897;22769983
SP;3;Governador;40;PAULO ANTONIO SKAF;SKAF;PSB;PSB / PSL;1;Não Eleito;2013-01-11 16:14:42;SP;250000002786;#NE;14417;2010;0,0456;1038430;22769983
SP;3;Governador;43;FABIO JOSÉ FELDMANN;FABIO FELDMANN;PV;PV;1;Não Eleito;2013-01-11 16:14:42;SP;250000002541;#NE;14417;2010;0,0413;940379;22769983
SP;3;Governador;16;LUIZ CARLOS PRATES;MANCHA;PSTU;PSTU;1;Não Eleito;2013-01-11 16:14:42;SP;250000001985;#NE;14417;2010;0,0007;16441;22769983
SP;3;Governador;29;ANAI CAPRONI PINTO;ANAI CAPRONI;PCO;PCO;1;Não Eleito;2013-01-11 16:14:42;SP;250000003100;#NE;14417;2010;0,0002;4656;22769983
TO;3;Governador;45;JOSÉ WILSON SIQUEIRA CAMPOS;SIQUEIRA CAMPOS;PSDB;DEM / PMN / PR / PRB / PRTB / PSC / PSDB / PT do B / PTB / PTC / PTN / PV;1;Eleito;2010-12-14 18:07:40;TO;270000000075;#NE;14417;2010;0,5052;349592;692021
TO;3;Governador;15;CARLOS HENRIQUE AMORIM;CARLOS GAGUIM;PMDB;PC do B / PDT / PHS / PMDB / PP / PPS / PRP / PSB / PSDC / PSL / PT;1;Não Eleito;2010-12-14 18:07:40;TO;270000000342;#NE;14417;2010;0,4948;342429;692021
