sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
PB;3;Governador;16;ANTÔNIO DO NASCIMENTO ALVES;NASCIMENTO;PSTU;PSTU;1;Não Eleito;2022-12-16 10:55:23;PB;150001597600;Válido;2040602022;2022;0,0004;978;2176724
PB;3;Governador;29;ADRIANO TRAJANO DA CONCEIÇÃO;ADRIANO TRAJANO;PCO;PCO;1;Não Eleito;2022-12-16 10:55:23;PB;150001718244;Anulado;2040602022;2022;0,0001;0;2176724
PE;3;Governador;77;MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR;MARÍLIA ARRAES;SOLIDARIEDADE;SOLIDARIEDADE / PSD / AVANTE / AGIR / PMN;1;Segundo turno;2022-12-19 09:33:50;PE;170001610442;Válido;2040602022;2022;0,2397;1175651;4905051
PE;3;Governador;45;RAQUEL TEIXEIRA LYRA LUCENA;RAQUEL LYRA;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / PRTB;1;Segundo turno;2022-12-19 09:33:50;PE;170001604087;Válido;2040602022;2022;0,2058;1009556;4905051
PE;3;Governador;22;ANDERSON FERREIRA RODRIGUES;ANDERSON FERREIRA;PL;PL;1;Não Eleito;2022-12-19 09:33:50;PE;170001602587;Válido;2040602022;2022;0,1815;890220;4905051
PE;3;Governador;40;DANILO JORGE DE BARROS CABRAL;DANILO CABRAL;PSB;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / REPUBLICANOS / MDB / PDT / PP / PSB;1;Não Eleito;2022-12-19 09:33:50;PE;170001618087;Válido;2040602022;2022;0,1806;885994;4905051
PE;3;Governador;44;MIGUEL DE SOUZA LEÃO COELHO;MIGUEL COELHO;UNIÃO;PODE / PSC / UNIÃO / PATRIOTA;1;Não Eleito;2022-12-19 09:33:50;PE;170001604111;Válido;2040602022;2022;0,1804;884941;4905051
PE;3;Governador;21;JONES MANOEL DA SILVA;JONES MANOEL;PCB;PCB;1;Não Eleito;2022-12-19 09:33:50;PE;170001715590;Válido;2040602022;2022;0,0069;33931;4905051
PE;3;Governador;50;JOÃO ARNALDO NOVAES JÚNIOR;JOÃO ARNALDO;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-12-19 09:33:50;PE;170001715331;Válido;2040602022;2022;0,0026;12558;4905051
PE;3;Governador;14;WELLINGTON DUARTE CARNEIRO;PASTOR WELLINGTON;PTB;PTB;1;Não Eleito;2022-12-19 09:33:50;PE;170001618273;Válido;2040602022;2022;0,0016;8020;4905051
PE;3;Governador;35;JADILSON FRANCISCO DE ANDRADE;JADILSON BOMBEIRO;PMB;PMB;1;Não Eleito;2022-12-19 09:33:50;PE;170001613254;Válido;2040602022;2022;0,0005;2435;4905051
PE;3;Governador;16;CLAUDIA MACHADO RIBEIRO;CLAUDIA RIBEIRO;PSTU;PSTU;1;Não Eleito;2022-12-19 09:33:50;PE;170001601203;Válido;2040602022;2022;0,0004;1745;4905051
PI;3;Governador;13;RAFAEL TAJRA FONTELES;RAFAEL FONTELES;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / MDB / PSD / SOLIDARIEDADE / PSB / PROS / AGIR;1;Eleito;2022-11-16 09:18:31;PI;180001604027;Válido;2040602022;2022;0,5717;1115139;1950456
PI;3;Governador;44;SILVIO MENDES DE OLIVEIRA FILHO;SILVIO MENDES;UNIÃO;UNIÃO / Federação PSDB Cidadania(PSDB/CIDADANIA) / PP / PDT / PTB / AVANTE;1;Não Eleito;2022-11-16 09:18:31;PI;180001600497;Válido;2040602022;2022;0,4162;811806;1950456
PI;3;Governador;50;MARIA MADALENA NUNES;MADALENA NUNES;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-11-16 09:18:31;PI;180001645030;Válido;2040602022;2022;0,0024;4759;1950456
PI;3;Governador;16;GERALDO DO NASCIMENTO CARVALHO;GERALDO CARVALHO;PSTU;PSTU;1;Não Eleito;2022-11-16 09:18:31;PI;180001613545;Válido;2040602022;2022;0,0007;1425;1950456
PI;3;Governador;33;RAVENNA DE CASTRO LIMA AZEVEDO;RAVENNA CASTRO;PMN;PMN;1;Não Eleito;2022-11-16 09:18:31;PI;180001713732;Válido;2040602022;2022;0,0006;1167;1950456
PI;3;Governador;51;GUSTAVO HENRIQUE LEITE FEIJÓ;GUSTAVO HENRIQUE;PATRIOTA;PATRIOTA;1;Não Eleito;2022-11-16 09:18:31;PI;180001643494;Válido;2040602022;2022;0,0005;1027;1950456
PI;3;Governador;20;GESSY KARLA LIMA BORGES FONSECA;GESSY LIMA;PSC;PSC / PODE;1;Não Eleito;2022-11-16 09:18:31;PI;180001718004;Anulado;2040602022;2022;0,0068;0;1950456
PI;3;Governador;29;MARIA DE LOURDES SOARES MELO;LOURDES  MELO;PCO;PCO;1;Não Eleito;2022-11-16 09:18:31;PI;180001713460;Anulado;2040602022;2022;0,001;0;1950456
PR;3;Governador;55;CARLOS ROBERTO MASSA JUNIOR;CARLOS MASSA RATINHO JUNIOR;PSD;REPUBLICANOS / MDB / SOLIDARIEDADE / PL / PSD / UNIÃO / PMB / PP / AGIR / PROS / PTB;1;Eleito;2022-12-07 14:09:04;PR;160001614467;Válido;2040602022;2022;0,6964;4243292;6092858
PR;3;Governador;13;ROBERTO REQUIÃO DE MELLO E SILVA;REQUIÃO;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-12-07 14:09:04;PR;160001600815;Válido;2040602022;2022;0,2623;1598204;6092858
PR;3;Governador;12;RICARDO CRACHINESKI GOMYDE;GOMYDE;PDT;PDT;1;Não Eleito;2022-12-07 14:09:04;PR;160001621842;Válido;2040602022;2022;0,0208;126945;6092858
PR;3;Governador;27;JONI SILVA CORREIA JUNIOR;JONI CORREIA;DC;DC;1;Não Eleito;2022-12-07 14:09:04;PR;160001654981;Válido;2040602022;2022;0,0083;50729;6092858
PR;3;Governador;50;ANGELA ALVES MACHADO;PROFESSORA ANGELA;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-12-07 14:09:04;PR;160001621857;Válido;2040602022;2022;0,0071;43176;6092858
PR;3;Governador;21;VIVIANE MOTTA DIAS NEVES;VIVI MOTTA;PCB;PCB;1;Não Eleito;2022-12-07 14:09:04;PR;160001654909;Válido;2040602022;2022;0,0022;13577;6092858
PR;3;Governador;16;IVAN RAMOS BERNARDO;PROFESSOR IVAN;PSTU;PSTU;1;Não Eleito;2022-12-07 14:09:04;PR;160001603284;Válido;2040602022;2022;0,0007;4502;6092858
PR;3;Governador;29;ADRIANO TEIXEIRA;ADRIANO TEIXEIRA;PCO;PCO;1;Não Eleito;2022-12-07 14:09:04;PR;160001717339;Válido;2040602022;2022;0,0003;2096;6092858
PR;3;Governador;33;SOLANGE FERREIRA BUENO;SOLANGE FERREIRA BUENO;PMN;PMN;1;Não Eleito;2022-12-07 14:09:04;PR;160001717338;Anulado;2040602022;2022;0,0017;0;6092858
RJ;3;Governador;22;CLÁUDIO BOMFIM DE CASTRO E SILVA;CLÁUDIO CASTRO;PL;AVANTE / DC / MDB / PL / PMN / PODE / PP / PROS / PRTB / PSC / PTB / REPUBLICANOS / SOLIDARIEDADE / UNIÃO;1;Eleito;2022-12-01 15:44:01;RJ;190001615753;Válido;2040602022;2022;0,5869;4930288;8400962
RJ;3;Governador;40;MARCELO RIBEIRO FREIXO;MARCELO FREIXO;PSB;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / Federação PSDB Cidadania(PSDB/CIDADANIA) / Federação PSOL REDE(PSOL/REDE) / PSB;1;Não Eleito;2022-12-01 15:44:01;RJ;190001609389;Válido;2040602022;2022;0,2739;2300980;8400962
RJ;3;Governador;12;RODRIGO NEVES BARRETO;RODRIGO NEVES;PDT;PATRIOTA / PDT / PSD / AGIR;1;Não Eleito;2022-12-01 15:44:01;RJ;190001614665;Válido;2040602022;2022;0,08;672291;8400962
RJ;3;Governador;30;PAULO GUSTAVO GANIME ALVES TEIXEIRA;PAULO GANIME ;NOVO;NOVO;1;Não Eleito;2022-12-01 15:44:01;RJ;190001600399;Válido;2040602022;2022;0,0532;446580;8400962
RJ;3;Governador;80;JULIETE PANTOJA ALVES;JULIETE;UP;UP;1;Não Eleito;2022-12-01 15:44:01;RJ;190001609712;Válido;2040602022;2022;0,0033;27344;8400962
RJ;3;Governador;16;CYRO GARCIA;CYRO GARCIA;PSTU;PSTU;1;Não Eleito;2022-12-01 15:44:01;RJ;190001639537;Válido;2040602022;2022;0,0015;12627;8400962
RJ;3;Governador;21;EDUARDO GONÇALVES SERRA;EDUARDO SERRA;PCB;PCB;1;Não Eleito;2022-12-01 15:44:01;RJ;190001723484;Válido;2040602022;2022;0,0013;10852;8400962
RN;3;Governador;13;MARIA DE FATIMA BEZERRA;FATIMA BEZERRA;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PDT / MDB / PROS / REPUBLICANOS;1;Eleito;2022-10-03 00:39:48;RN;200001608810;Válido;2040602022;2022;0,5831;1066496;1828974
RN;3;Governador;77;FÁBIO BERCKMANS VERAS DANTAS;FABIO DANTAS;SOLIDARIEDADE;SOLIDARIEDADE / PL / UNIÃO / PSD / PP / PSC;1;Não Eleito;2022-10-03 00:39:48;RN;200001613178;Válido;2040602022;2022;0,2222;406461;1828974
RN;3;Governador;19;EANN STYVENSON VALENTIM MENDES;CAPITÃO STYVENSON;PODE;PODE;1;Não Eleito;2022-10-03 00:39:48;RN;200001696301;Válido;2040602022;2022;0,168;307330;1828974
RN;3;Governador;35;CLORISA LINHARES DE VASCONCELOS VALE;CLORISA LINHARES;PMB;PMB / PATRIOTA;1;Não Eleito;2022-10-03 00:39:48;RN;200001613165;Válido;2040602022;2022;0,0213;39011;1828974
RN;3;Governador;50;DANNIEL ALEXANDRE FERREIRA DE MORAIS;DANNIEL MORAIS;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-03 00:39:48;RN;200001712602;Válido;2040602022;2022;0,002;3691;1828974
RN;3;Governador;16;ROSÁLIA MARIA FERNANDES;ROSÁLIA FERNANDES;PSTU;PSTU;1;Não Eleito;2022-10-03 00:39:48;RN;200001651786;Válido;2040602022;2022;0,0013;2437;1828974
RN;3;Governador;33;JOSÉ NAZARENO EDSON DA SILVA;NAZARENO NERIS;PMN;PMN;1;Não Eleito;2022-10-03 00:39:48;RN;200001608705;Válido;2040602022;2022;0,0007;1325;1828974
RN;3;Governador;28;ANTONIO BENTO DA SILVA;BENTO;PRTB;PRTB;1;Não Eleito;2022-10-03 00:39:48;RN;200001668305;Válido;2040602022;2022;0,0006;1178;1828974
RN;3;Governador;27;KARLO RODRIGO LUCIO VIEIRA;RODRIGO VIEIRA;DC;DC;1;Não Eleito;2022-10-03 00:39:48;RN;200001695666;Válido;2040602022;2022;0,0006;1045;1828974
RO;3;Governador;44;MARCOS JOSÉ ROCHA DOS SANTOS;CORONEL MARCOS ROCHA;UNIÃO;UNIÃO / REPUBLICANOS / AVANTE / MDB / PATRIOTA / PSC / Federação PSDB Cidadania(PSDB/CIDADANIA);1;Segundo turno;2024-08-01 15:05:43;RO;220001609511;Válido;2040602022;2022;0,3888;330656;850355
RO;3;Governador;22;MARCOS ROGERIO DA SILVA BRITO;MARCOS ROGERIO;PL;PL / DC / PMB / PTB;1;Segundo turno;2024-08-01 15:05:43;RO;220001647595;Válido;2040602022;2022;0,3705;315035;850355
RO;3;Governador;19;LEONARDO BARRETO DE MORAES;LÉO MORAES;PODE;PODE / PMN / PSD;1;Não Eleito;2024-08-01 15:05:43;RO;220001719268;Válido;2040602022;2022;0,1406;119583;850355
RO;3;Governador;77;DANIEL PEREIRA;DANIEL PEREIRA;SOLIDARIEDADE;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / SOLIDARIEDADE / PDT;1;Não Eleito;2024-08-01 15:05:43;RO;220001723308;Válido;2040602022;2022;0,0957;81421;850355
RO;3;Governador;50;NASCIMENTO ANTONIO DA SILVA;PIMENTA DE RONDONIA;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2024-08-01 15:05:43;RO;220001635569;Válido;2040602022;2022;0,0043;3660;850355
RR;3;Governador;11;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;PP;PSD / PP / PRTB / REPUBLICANOS / UNIÃO;1;Eleito;2022-10-02 21:08:35;RR;230001604255;Válido;2040602022;2022;0,5647;163167;288933
RR;3;Governador;15;MARIA TERESA SAENZ SURITA GUIMARÂES;TERESA SURITA;MDB;MDB / PL / PSB / PMB;1;Não Eleito;2022-10-02 21:08:35;RR;230001602186;Válido;2040602022;2022;0,4114;118856;288933
RR;3;Governador;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO ALMEIDA;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-02 21:08:35;RR;230001610641;Válido;2040602022;2022;0,0133;3843;288933
RR;3;Governador;12;JURACI FRANCISCO DOS SANTOS;JURACI ESCURINHO;PDT;PDT;1;Não Eleito;2022-10-02 21:08:35;RR;230001670967;Válido;2040602022;2022;0,0065;1878;288933
RR;3;Governador;43;RUDSON LEITE DA SILVA;RUDSON LEITE;PV;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-10-02 21:08:35;RR;230001610816;Válido;2040602022;2022;0,0041;1189;288933
RS;3;Governador;22;ONYX DORNELLES LORENZONI;ONYX LORENZONI;PL;REPUBLICANOS / PATRIOTA / PROS / PL;1;Segundo turno;2022-10-02 22:29:28;RS;210001609934;Válido;2040602022;2022;0,375;2382026;6351629
RS;3;Governador;45;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;EDUARDO LEITE;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / MDB / PSD / PODE / UNIÃO;1;Segundo turno;2022-10-02 22:29:28;RS;210001609847;Válido;2040602022;2022;0,2681;1702815;6351629
RS;3;Governador;13;JOÃO EDEGAR PRETTO;EDEGAR PRETTO;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-02 22:29:28;RS;210001604469;Válido;2040602022;2022;0,2677;1700374;6351629
RS;3;Governador;11;LUIS CARLOS HEINZE;LUIS CARLOS HEINZE;PP;PRTB / PP / PTB;1;Não Eleito;2022-10-02 22:29:28;RS;210001619618;Válido;2040602022;2022;0,0428;271540;6351629
RS;3;Governador;20;ROBERTO ARGENTA;ARGENTA;PSC;PSC / SOLIDARIEDADE / AGIR;1;Não Eleito;2022-10-02 22:29:28;RS;210001609945;Válido;2040602022;2022;0,02;126899;6351629
RS;3;Governador;12;CARLOS EDUARDO VIEIRA DA CUNHA;VIEIRA DA CUNHA;PDT;PDT / AVANTE;1;Não Eleito;2022-10-02 22:29:28;RS;210001615206;Válido;2040602022;2022;0,016;101611;6351629
RS;3;Governador;30;RICARDO MUNARSKI JOBIM;RICARDO JOBIM;NOVO;NOVO;1;Não Eleito;2022-10-02 22:29:28;RS;210001606124;Válido;2040602022;2022;0,0061;38887;6351629
RS;3;Governador;40;VICENTE JOAQUIM BOGO;VICENTE BOGO;PSB;PSB;1;Não Eleito;2022-10-02 22:29:28;RS;210001604536;Válido;2040602022;2022;0,0027;17222;6351629
RS;3;Governador;16;REJANE SILVA DE OLIVEIRA;REJANE DE OLIVEIRA;PSTU;PSTU;1;Não Eleito;2022-10-02 22:29:28;RS;210001605930;Válido;2040602022;2022;0,001;6252;6351629
RS;3;Governador;21;CARLOS MESSALLA LIMA DA ROSA;CARLOS MESSALLA;PCB;PCB;1;Não Eleito;2022-10-02 22:29:28;RS;210001697029;Válido;2040602022;2022;0,0006;4003;6351629
SC;3;Governador;22;JORGINHO DOS SANTOS MELLO;JORGINHO MELLO;PL;PL;1;Segundo turno;2023-01-09 16:19:39;SC;240001611127;Válido;2040602022;2022;0,3861;1575912;4081852
SC;3;Governador;13;DÉCIO NERY DE LIMA;DÉCIO LIMA;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / SOLIDARIEDADE;1;Segundo turno;2023-01-09 16:19:39;SC;240001647445;Válido;2040602022;2022;0,1742;710859;4081852
SC;3;Governador;10;CARLOS MOISÉS DA SILVA;MOISÉS;REPUBLICANOS;AVANTE / REPUBLICANOS / MDB / PSC / DC / PODE / PROS;1;Não Eleito;2023-01-09 16:19:39;SC;240001610772;Válido;2040602022;2022;0,1699;693426;4081852
SC;3;Governador;44;GEAN MARQUES LOUREIRO;GEAN LOUREIRO;UNIÃO;UNIÃO / PATRIOTA / PSD;1;Não Eleito;2023-01-09 16:19:39;SC;240001611133;Válido;2040602022;2022;0,1361;555615;4081852
SC;3;Governador;11;ESPERIDIÃO AMIN HELOU FILHO;ESPERIDIÃO AMIN;PP;Federação PSDB Cidadania(PSDB/CIDADANIA) / PP / PTB;1;Não Eleito;2023-01-09 16:19:39;SC;240001679805;Válido;2040602022;2022;0,0975;398092;4081852
SC;3;Governador;30;ODAIR TRAMONTIN;ODAIR TRAMONTIN;NOVO;NOVO;1;Não Eleito;2023-01-09 16:19:39;SC;240001605909;Válido;2040602022;2022;0,0279;114087;4081852
SC;3;Governador;12;JORGE CATARINO LEONARDELI BOEIRA;JORGE BOEIRA;PDT;PDT;1;Não Eleito;2023-01-09 16:19:39;SC;240001645017;Válido;2040602022;2022;0,0061;24809;4081852
SC;3;Governador;16;ALEX BORGES ALANO;PROFESSOR ALEX ALANO;PSTU;PSTU;1;Não Eleito;2023-01-09 16:19:39;SC;240001610793;Válido;2040602022;2022;0,0011;4395;4081852
SC;3;Governador;90;RALF GUIMARÃES ZIMMER JUNIOR;RALF ZIMMER;PROS;PROS;1;Não Eleito;2023-01-09 16:19:39;SC;240001611148;Válido;2040602022;2022;0,0009;3828;4081852
SC;3;Governador;29;LEANDRO BRUGNAGO BORGES;LEANDRO BORGES;PCO;PCO;1;Não Eleito;2023-01-09 16:19:39;SC;240001679858;Anulado;2040602022;2022;0,0002;0;4081852
SE;3;Governador;13;ROGERIO CARVALHO SANTOS;ROGÉRIO CARVALHO;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / MDB / PSB / SOLIDARIEDADE;1;Segundo turno;2022-10-02 22:53:35;SE;260001666399;Válido;2040602022;2022;0,447;338796;757938
SE;3;Governador;55;FÁBIO CRUZ MITIDIERI;FÁBIO;PSD;PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE;1;Segundo turno;2022-10-02 22:53:35;SE;260001612779;Válido;2040602022;2022;0,3891;294936;757938
SE;3;Governador;45;ALESSANDRO VIEIRA;DELEGADO ALESSANDRO;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / PODE;1;Não Eleito;2022-10-02 22:53:35;SE;260001600202;Válido;2040602022;2022;0,1088;82495;757938
SE;3;Governador;50;NIULLY NAYARA SANTANA CAMPOS;NIULLY CAMPOS;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-02 22:53:35;SE;260001635961;Válido;2040602022;2022;0,0493;37366;757938
SE;3;Governador;27;ANTONIO CLAUDIO SANTOS DAS NEVES;DR CLÁUDIO MÉDICO GERIATRA;DC;DC;1;Não Eleito;2022-10-02 22:53:35;SE;260001634213;Válido;2040602022;2022;0,0035;2655;757938
SE;3;Governador;80;AROLDO FELIX DE AZEVEDO JUNIOR;PROF AROLDO FELIX;UP;UP;1;Não Eleito;2022-10-02 22:53:35;SE;260001617899;Válido;2040602022;2022;0,0014;1044;757938
SE;3;Governador;16;ELINOS SABINO DOS SANTOS;ELINOS SABINO;PSTU;PSTU;1;Não Eleito;2022-10-02 22:53:35;SE;260001690862;Válido;2040602022;2022;0,0009;646;757938
SP;3;Governador;10;TARCISIO GOMES DE FREITAS;TARCÍSIO;REPUBLICANOS;REPUBLICANOS / PL / PSD / PTB / PSC / PMN;1;Segundo turno;2022-11-08 12:52:09;SP;250001615967;Válido;2040602022;2022;0,4232;9881995;23352549
SP;3;Governador;13;FERNANDO HADDAD;FERNANDO HADDAD;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSB / Federação PSOL REDE(PSOL/REDE) / AGIR;1;Segundo turno;2022-11-08 12:52:09;SP;250001612465;Válido;2040602022;2022;0,357;8337139;23352549
SP;3;Governador;45;RODRIGO GARCIA;RODRIGO GARCIA;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE;1;Não Eleito;2022-11-08 12:52:09;SP;250001612450;Válido;2040602022;2022;0,184;4296293;23352549
SP;3;Governador;30;VINICIUS LAZZER POIT;VINICIUS POIT;NOVO;NOVO;1;Não Eleito;2022-11-08 12:52:09;SP;250001597898;Válido;2040602022;2022;0,0167;388974;23352549
SP;3;Governador;12;ELVIS LEONARDO CEZAR;ELVIS CEZAR;PDT;PDT;1;Não Eleito;2022-11-08 12:52:09;SP;250001639534;Válido;2040602022;2022;0,0121;281712;23352549
SP;3;Governador;80;CAROLINA REJAILI VIGLIAR;CAROL VIGLIAR;UP;UP;1;Não Eleito;2022-11-08 12:52:09;SP;250001601996;Válido;2040602022;2022;0,0038;88767;23352549
SP;3;Governador;21;GABRIEL MAURILIO COLOMBO DE FREITAS;GABRIEL COLOMBO;PCB;PCB;1;Não Eleito;2022-11-08 12:52:09;SP;250001638553;Válido;2040602022;2022;0,002;46727;23352549
SP;3;Governador;16;ALTINO DE MELO PRAZERES JUNIOR;ALTINO;PSTU;PSTU;1;Não Eleito;2022-11-08 12:52:09;SP;250001609938;Válido;2040602022;2022;0,0006;14859;23352549
SP;3;Governador;27;ANTONIO JORGE FILHO;ANTONIO JORGE;DC;DC;1;Não Eleito;2022-11-08 12:52:09;SP;250001693024;Válido;2040602022;2022;0,0005;10778;23352549
SP;3;Governador;29;EDSON DORTA SILVA;EDSON DORTA;PCO;PCO;1;Não Eleito;2022-11-08 12:52:09;SP;250001652196;Válido;2040602022;2022;0,0002;5305;23352549
TO;3;Governador;10;WANDERLEI BARBOSA CASTRO;WANDERLEI BARBOSA;REPUBLICANOS;Federação PSDB Cidadania(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC;1;Eleito;2022-10-17 13:13:53;TO;270001652198;Válido;2040602022;2022;0,5814;481496;828201
TO;3;Governador;22;RONALDO DIMAS NOGUEIRA PEREIRA;RONALDO DIMAS;PL;MDB / PL / PODE;1;Não Eleito;2022-10-17 13:13:53;TO;270001649556;Válido;2040602022;2022;0,225;186361;828201
TO;3;Governador;13;PAULO SARDINHA MOURÃO;PAULO MOURÃO;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-10-17 13:13:53;TO;270001651884;Válido;2040602022;2022;0,1064;88143;828201
TO;3;Governador;55;IRAJÁ SILVESTRE FILHO;IRAJÁ;PSD;AVANTE / PRTB / PSD;1;Não Eleito;2022-10-17 13:13:53;TO;270001697127;Válido;2040602022;2022;0,0761;63048;828201
TO;3;Governador;35;RICARDO IGNACIO DE MACEDO;CORONEL RICARDO MACEDO;PMB;PMB;1;Não Eleito;2022-10-17 13:13:53;TO;270001676047;Válido;2040602022;2022;0,0061;5043;828201
TO;3;Governador;50;KAROLINE SOARES CHAVES;KAROL CHAVES;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-17 13:13:53;TO;270001621506;Válido;2040602022;2022;0,003;2494;828201
TO;3;Governador;27;LUCIANO DE CASTRO TEIXEIRA;DR LUCIANO DO OSWALDO CRUZ;DC;DC;1;Não Eleito;2022-10-17 13:13:53;TO;270001697141;Válido;2040602022;2022;0,0015;1232;828201
TO;3;Governador;29;CARMEN HANNUD CARBALLEDA ADSUARA;CARMEN HANNUD;PCO;PCO;1;Não Eleito;2022-10-17 13:13:53;TO;270001644066;Anulado;2040602022;2022;0,0005;0;828201
