sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
GO;3;Governador;44;RONALDO RAMOS CAIADO;RONALDO CAIADO;UNIÃO;MDB / UNIÃO / PODE / PTB / PSC / PSD / AVANTE / PRTB / PP / SOLIDARIEDADE / PROS / PDT;1;Eleito;2022-12-09 10:21:38;GO;90001646326;Válido;2040602022;2022;0,5181;1806892;3487856
GO;3;Governador;51;GUSTAVO MENDANHA MELO;GUSTAVO MENDANHA;PATRIOTA;PATRIOTA / REPUBLICANOS / PMN / PMB / AGIR / DC / PROS;1;Não Eleito;2022-12-09 10:21:38;GO;90001615815;Válido;2040602022;2022;0,252;879031;3487856
GO;3;Governador;22;VITOR HUGO DE ARAUJO ALMEIDA;MAJOR VITOR HUGO;PL;PL;1;Não Eleito;2022-12-09 10:21:38;GO;90001651833;Válido;2040602022;2022;0,1481;516579;3487856
GO;3;Governador;13;WOLMIR THEREZIO AMADO;WOLMIR AMADO;PT;PSB / Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-12-09 10:21:38;GO;90001648642;Válido;2040602022;2022;0,0698;243561;3487856
GO;3;Governador;50;CINTIA APARECIDA DIAS;CINTIA DIAS;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-12-09 10:21:38;GO;90001674691;Válido;2040602022;2022;0,0056;19577;3487856
GO;3;Governador;30;EDIGAR ANTÔNIO DINIZ JÚNIOR;EDIGAR DINIZ;NOVO;NOVO;1;Não Eleito;2022-12-09 10:21:38;GO;90001618706;Válido;2040602022;2022;0,0027;9565;3487856
GO;3;Governador;21;HELGA MARIA MARTINS DE PAULA;PROFESSORA HELGA;PCB;PCB;1;Não Eleito;2022-12-09 10:21:38;GO;90001675056;Válido;2040602022;2022;0,002;6993;3487856
GO;3;Governador;80;REINALDO ASSIS PANTALEÃO;PROFESSOR PANTALEÃO;UP;UP;1;Não Eleito;2022-12-09 10:21:38;GO;90001712074;Válido;2040602022;2022;0,0015;5400;3487856
GO;3;Governador;29;VINÍCIUS GOMES DA PAIXÃO;VINÍCIUS PAIXÃO;PCO;PCO;1;Não Eleito;2022-12-09 10:21:38;GO;90001695572;Anulado;2040602022;2022;0,0001;0;3487856
MA;3;Governador;40;CARLOS ORLEANS BRANDÃO JÚNIOR;CARLOS BRANDÃO;PSB;PSB / MDB / PP / PATRIOTA / PODE / Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / Federação PSDB Cidadania(PSDB/CIDADANIA);1;Eleito;2022-10-03 03:10:37;MA;100001667487;Válido;2040602022;2022;0,5129;1769187;3449390
MA;3;Governador;20;LAHESIO RODRIGUES DO BONFIM;LAHESIO BONFIM;PSC;PSC;1;Não Eleito;2022-10-03 03:10:37;MA;100001609046;Válido;2040602022;2022;0,2487;857744;3449390
MA;3;Governador;12;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON;PDT;PTB / PDT / PL / REPUBLICANOS / PROS / AGIR;1;Não Eleito;2022-10-03 03:10:37;MA;100001599612;Válido;2040602022;2022;0,2071;714352;3449390
MA;3;Governador;55;EDIVALDO DE HOLANDA BRAGA JÚNIOR;EDIVALDO;PSD;PRTB / PSD;1;Não Eleito;2022-10-03 03:10:37;MA;100001604435;Válido;2040602022;2022;0,0251;86573;3449390
MA;3;Governador;50;ENILTON SILVA RODRIGUES;ENILTON RODRIGUES;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-03 03:10:37;MA;100001713289;Válido;2040602022;2022;0,0021;7135;3449390
MA;3;Governador;16;HERTZ DA CONCEICAO DIAS;HERTZ DIAS;PSTU;PSTU;1;Não Eleito;2022-10-03 03:10:37;MA;100001600008;Válido;2040602022;2022;0,0015;5191;3449390
MA;3;Governador;77;JOSE SIMPLICIO ALVES DE ARAUJO;SIMPLICIO;SOLIDARIEDADE;SOLIDARIEDADE;1;Não Eleito;2022-10-03 03:10:37;MA;100001600504;Válido;2040602022;2022;0,0015;5009;3449390
MA;3;Governador;27;JOAS MORAES DOS SANTOS;PROFESSOR JOAS MORAES;DC;DC;1;Não Eleito;2022-10-03 03:10:37;MA;100001615758;Válido;2040602022;2022;0,0007;2310;3449390
MA;3;Governador;21;FRANKLE DA COSTA LIMA;FRANKLE COSTA;PCB;PCB;1;Não Eleito;2022-10-03 03:10:37;MA;100001605313;Válido;2040602022;2022;0,0005;1889;3449390
MG;3;Governador;30;ROMEU ZEMA NETO;ZEMA;NOVO;PP / PODE / SOLIDARIEDADE / PATRIOTA / AVANTE / PMN / AGIR / DC / MDB / NOVO;1;Eleito;2023-10-25 19:05:27;MG;130001701690;Válido;2040602022;2022;0,5618;6094136;10846566
MG;3;Governador;55;ALEXANDRE KALIL;KALIL;PSD;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PSD / PSB;1;Não Eleito;2023-10-25 19:05:27;MG;130001621812;Válido;2040602022;2022;0,3508;3805182;10846566
MG;3;Governador;22;CARLOS ALBERTO DIAS VIANA;CARLOS VIANA;PL;PL / REPUBLICANOS / PRTB;1;Não Eleito;2023-10-25 19:05:27;MG;130001650894;Válido;2040602022;2022;0,0723;783800;10846566
MG;3;Governador;45;MARCUS VINÍCIUS CAETANO PESTANA DA SILVA;MARCUS PESTANA;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / PDT;1;Não Eleito;2023-10-25 19:05:27;MG;130001633534;Válido;2040602022;2022;0,0056;60637;10846566
MG;3;Governador;50;LORENE FIGUEIREDO DE OLIVEIRA;LORENE FIGUEIREDO;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2023-10-25 19:05:27;MG;130001615084;Válido;2040602022;2022;0,0041;44898;10846566
MG;3;Governador;35;PAULO TRISTAO PINTO;CABO TRISTAO;PMB;PMB;1;Não Eleito;2023-10-25 19:05:27;MG;130001713602;Válido;2040602022;2022;0,0015;15774;10846566
MG;3;Governador;80;INDIRA IVANISE XAVIER;INDIRA XAVIER;UP;UP;1;Não Eleito;2023-10-25 19:05:27;MG;130001693598;Válido;2040602022;2022;0,0014;15604;10846566
MG;3;Governador;21;RENATA REGINA DE ABREU RODRIGUES;RENATA REGINA;PCB;PCB;1;Não Eleito;2023-10-25 19:05:27;MG;130001615039;Válido;2040602022;2022;0,0012;12514;10846566
MG;3;Governador;16;VANESSA PORTUGAL BARBOSA;VANESSA PORTUGAL;PSTU;PSTU;1;Não Eleito;2023-10-25 19:05:27;MG;130001644653;Válido;2040602022;2022;0,0011;12009;10846566
MG;3;Governador;29;LOURDES FRANCISCO DA COSTA;LOURDES FRANCISCO;PCO;PCO;1;Não Eleito;2023-10-25 19:05:27;MG;130001713407;Anulado;2040602022;2022;0,0002;0;10846566
MS;3;Governador;28;RENAN BARBOSA CONTAR;CAPITÃO CONTAR;PRTB;AVANTE / PRTB;1;Segundo turno;2022-12-19 16:15:07;MS;120001714229;Válido;2040602022;2022;0,2671;384275;1438442
MS;3;Governador;45;EDUARDO CORREA RIEDEL;EDUARDO RIEDEL;PSDB;Federação PSDB Cidadania(PSDB/CIDADANIA) / REPUBLICANOS / PP / PSB / PL / PDT;1;Segundo turno;2022-12-19 16:15:07;MS;120001635628;Válido;2040602022;2022;0,2516;361981;1438442
MS;3;Governador;15;ANDRÉ PUCCINELLI;ANDRÉ PUCCINELLI;MDB;DC / SOLIDARIEDADE / MDB;1;Não Eleito;2022-12-19 16:15:07;MS;120001646278;Válido;2040602022;2022;0,1718;247093;1438442
MS;3;Governador;44;ROSIANE MODESTO DE OLIVEIRA;ROSE MODESTO;UNIÃO;UNIÃO / PODE;1;Não Eleito;2022-12-19 16:15:07;MS;120001618900;Válido;2040602022;2022;0,1242;178599;1438442
MS;3;Governador;13;GISELLE MARQUES DE ARAÚJO;GISELLE;PT;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-12-19 16:15:07;MS;120001652149;Válido;2040602022;2022;0,0942;135556;1438442
MS;3;Governador;55;MARCOS MARCELLO TRAD;MARQUINHOS TRAD;PSD;PATRIOTA / PTB / PSC / PSD;1;Não Eleito;2022-12-19 16:15:07;MS;120001649554;Válido;2040602022;2022;0,0868;124795;1438442
MS;3;Governador;50;ADONIS MARCOS DE SOUZA;ADONIS MARCOS;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-12-19 16:15:07;MS;120001596872;Válido;2040602022;2022;0,0023;3251;1438442
MS;3;Governador;29;MAGNO DE SOUZA;MAGNO DE SOUZA;PCO;PCO;1;Não Eleito;2022-12-19 16:15:07;MS;120001674596;Anulado;2040602022;2022;0,002;0;1438442
MT;3;Governador;44;MAURO MENDES FERREIRA;MAURO MENDES;UNIÃO;Federação PSDB Cidadania(PSDB/CIDADANIA) / UNIÃO / REPUBLICANOS / PL / MDB / PODE / PSB / PROS;1;Eleito;2022-10-02 23:45:56;MT;110001643543;Válido;2040602022;2022;0,6845;1114549;1628212
MT;3;Governador;43;MARCIA APARECIDA KUHN  PINHEIRO;MARCIA PINHEIRO;PV;Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PP / PSD / SOLIDARIEDADE;1;Não Eleito;2022-10-02 23:45:56;MT;110001719846;Válido;2040602022;2022;0,1641;267172;1628212
MT;3;Governador;14;MARCOS ROBERTO LESSA RITELA;PASTOR MARCOS RITELA;PTB;PTB;1;Não Eleito;2022-10-02 23:45:56;MT;110001722727;Válido;2040602022;2022;0,1434;233543;1628212
MT;3;Governador;50;MOISÉS FRANZ;MOISÉS FRANZ;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2022-10-02 23:45:56;MT;110001611936;Válido;2040602022;2022;0,008;12948;1628212
PA;3;Governador;15;HELDER ZAHLUTH BARBALHO;HELDER;MDB;MDB / Federação PSDB Cidadania(PSDB/CIDADANIA) / Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV) / PP / PSD / PDT / REPUBLICANOS / AVANTE / PODE / UNIÃO / DC / PTB / PSB;1;Eleito;2023-05-23 11:21:46;PA;140001651993;Válido;2040602022;2022;0,7041;3117276;4427487
PA;3;Governador;22;JOSÉ DA CRUZ MARINHO;ZEQUINHA MARINHO;PL;PL / PATRIOTA / PSC;1;Não Eleito;2023-05-23 11:21:46;PA;140001596649;Válido;2040602022;2022;0,2713;1201079;4427487
PA;3;Governador;50;ADOLFO DA COSTA OLIVEIRA NETO;ADOLFO OLIVEIRA;PSOL;Federação PSOL REDE(PSOL/REDE);1;Não Eleito;2023-05-23 11:21:46;PA;140001650094;Válido;2040602022;2022;0,0128;56830;4427487
PA;3;Governador;28;FELIPE AUGUSTO FRANCISCO BORGES;DR, FELIPE;PRTB;PRTB;1;Não Eleito;2023-05-23 11:21:46;PA;140001721579;Válido;2040602022;2022;0,0071;31402;4427487
PA;3;Governador;77;LEONARDO MARCONY PEREIRA MACEDO;MAJOR MARCONY;SOLIDARIEDADE;SOLIDARIEDADE;1;Não Eleito;2023-05-23 11:21:46;PA;140001721685;Válido;2040602022;2022;0,0021;9183;4427487
PA;3;Governador;35;SOFIA DE ALMEIDA COUTO;SOFIA COUTO;PMB;PMB;1;Não Eleito;2023-05-23 11:21:46;PA;140001723385;Válido;2040602022;2022;0,0012;5355;4427487
PA;3;Governador;16;JOSÉ CLEBER BARROS RABELO;CLEBER RABELO;PSTU;PSTU;1;Não Eleito;2023-05-23 11:21:46;PA;140001650519;Válido;2040602022;2022;0,0011;5053;4427487
PA;3;Governador;36;PAULO CEZAR FIGUEIREDO AFFONSO;PAULO ROSEIRA;AGIR;AGIR;1;Não Eleito;2023-05-23 11:21:46;PA;140001721635;Válido;2040602022;2022;0,0003;1309;4427487
PB;3;Governador;40;JOÃO AZEVEDO LINS FILHO;JOÃO;PSB;PSB / AGIR / PP / AVANTE / PMN / PSD / SOLIDARIEDADE / PODE / REPUBLICANOS / PATRIOTA / PROS;1;Segundo turno;2022-12-16 10:55:23;PB;150001613757;Válido;2040602022;2022;0,3965;863174;2176724
PB;3;Governador;45;PEDRO OLIVEIRA CUNHA LIMA;PEDRO CUNHA LIMA;PSDB;PDT / Federação PSDB Cidadania(PSDB/CIDADANIA) / UNIÃO / PMB / PSC / PTB / PROS;1;Segundo turno;2022-12-16 10:55:23;PB;150001621388;Válido;2040602022;2022;0,239;520155;2176724
PB;3;Governador;22;NILVAN FERREIRA DO NASCIMENTO;NILVAN FERREIRA;PL;PL;1;Não Eleito;2022-12-16 10:55:23;PB;150001718119;Válido;2040602022;2022;0,1868;406604;2176724
PB;3;Governador;15;VENEZIANO VITAL DO REGO SEGUNDO NETO;VENEZIANO;MDB;MDB / Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV);1;Não Eleito;2022-12-16 10:55:23;PB;150001643180;Válido;2040602022;2022;0,1716;373511;2176724
PB;3;Governador;50;ADJANY SIMPLICIO DE CASTRO;ADJANY SIMPLICIO;PSOL;Federação PSOL REDE(PSOL/REDE) / UP;1;Não Eleito;2022-12-16 10:55:23;PB;150001635959;Válido;2040602022;2022;0,0044;9567;2176724
PB;3;Governador;28;FÁBIO RODRIGUES DE OLIVEIRA;MAJOR FÁBIO;PRTB;PRTB;1;Não Eleito;2022-12-16 10:55:23;PB;150001636464;Válido;2040602022;2022;0,0011;2455;2176724
