sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
MG;3;Governador;45;JOÃO PIMENTA DA VEIGA FILHO;PIMENTA DA VEIGA;PSDB;PSDB / PP / DEM / PSD / PTB / PPS / PV / PDT / PR / PMN / PSC / PSL / PTC / SD;1;Não Eleito;2014-10-05 22:33:33;MG;130000000198;#NE;680;2014;0,4189;4240706;10123030
MG;3;Governador;40;RAIMUNDO TARCISIO DELGADO;TARCISIO DELGADO;PSB;PSB / PPL / PRTB;1;Não Eleito;2014-10-05 22:33:33;MG;130000001176;#NE;680;2014;0,039;395039;10123030
MG;3;Governador;50;FIDÉLIS OLIVEIRA ALCANTARA;FIDÉLIS;PSOL;PSTU / PSOL;1;Não Eleito;2014-10-05 22:33:33;MG;130000000299;#NE;680;2014;0,0067;67785;10123030
MG;3;Governador;21;TULIO CESAR DIAS LOPES;PROFESSOR TULIO LOPES;PCB;PCB;1;Não Eleito;2014-10-05 22:33:33;MG;130000001766;#NE;680;2014;0,0026;26023;10123030
MG;3;Governador;27;EDUARDO FERREIRA DE SOUZA;EDUARDO FERREIRA;PSDC;PSDC;1;Não Eleito;2014-10-05 22:33:33;MG;130000000530;#NE;680;2014;0,0023;23017;10123030
MG;3;Governador;29;CLEIDE DONÁRIA DE OLIVEIRA;CLEIDE DONÁRIA;PCO;PCO;1;Não Eleito;2014-10-05 22:33:33;MG;130000000419;#NE;680;2014;0,0007;7590;10123030
MS;3;Governador;13;DELCÍDIO DO AMARAL GOMEZ;DELCÍDIO;PT;PDT / PT / PSL / PR / PSDC / PV / PROS / PC do B / PTB / PTC / PPL / PRP;1;Segundo turno;2014-10-05 19:07:55;MS;120000000283;#NE;680;2014;0,4292;567331;1321849
MS;3;Governador;45;REINALDO AZAMBUJA SILVA;REINALDO AZAMBUJA;PSDB;PSDB / DEM / PSD / SD / PPS / PMN;1;Segundo turno;2014-10-05 19:07:55;MS;120000000022;#NE;680;2014;0,3909;516744;1321849
MS;3;Governador;15;NELSON TRAD FILHO;NELSINHO TRAD;PMDB;PMDB / PSB / PT do B / PSC / PHS / PRB / PRTB / PTN / PEN;1;Não Eleito;2014-10-05 19:07:55;MS;120000000282;#NE;680;2014;0,1642;217093;1321849
MS;3;Governador;11;EVANDER JOSE VENDRAMINI DURAN;EVANDER VENDRAMINI;PP;PP;1;Não Eleito;2014-10-05 19:07:55;MS;120000000439;#NE;680;2014;0,0082;10823;1321849
MS;3;Governador;50;SIDELVAR APARECIDO DE MELO;PROFESSOR SIDNEY MELO;PSOL;PSOL;1;Não Eleito;2014-10-05 19:07:55;MS;120000000486;#NE;680;2014;0,0059;7823;1321849
MS;3;Governador;16;MARCO ANTONIO OLIVA MONJE;PROF, MONJE;PSTU;PSTU;1;Não Eleito;2014-10-05 19:07:55;MS;120000000001;#NE;680;2014;0,0015;2035;1321849
MT;3;Governador;12;JOSÉ PEDRO GONÇALVES TAQUES;PEDRO TAQUES;PDT;PDT / PP / DEM / PSDB / PSB / PPS / PV / PTB / PSDC / PSC / PRP / PSL / PRB;1;Eleito;2014-12-02 07:58:49;MT;110000000001;#NE;680;2014;0,5725;833788;1456305
MT;3;Governador;13;LÚDIO FRANK MENDES CABRAL;LÚDIO CABRAL;PT;PT / PMDB / PROS / PR / PC do B;1;Não Eleito;2014-12-02 07:58:49;MT;110000000291;#NE;680;2014;0,3245;472507;1456305
MT;3;Governador;55;JANETE GOMES RIVA;JANETE RIVA;PSD;PSD / PTC / PTN / PEN / PRTB / SD;1;Não Eleito;2014-12-02 07:58:49;MT;110000000582;#NE;680;2014;0,0992;144440;1456305
MT;3;Governador;50;JOSÉ ROBERTO DE FREITAS CAVALCANTE;DR, JOSÉ ROBERTO;PSOL;PSOL;1;Não Eleito;2014-12-02 07:58:49;MT;110000000027;#NE;680;2014;0,0038;5570;1456305
MT;3;Governador;31;JOSE MARCONDES DOS SANTOS NETO;MUVUCA;PHS;PHS / PMN;1;Não Eleito;2014-12-02 07:58:49;MT;110000000176;#NE;680;2014;0;0;1456305
PA;3;Governador;15;HELDER ZAHLUTH BARBALHO;HELDER BARBALHO;PMDB;PMDB / PT / DEM / PR / PDT / PROS / PHS / PC do B / PSL / PPL / PTN;1;Segundo turno;2014-11-07 09:18:07;PA;140000000468;#NE;680;2014;0,4902;1795992;3663471
PA;3;Governador;45;SIMÃO ROBISON OLIVEIRA JATENE;SIMÃO JATENE;PSDB;PSDB / PSD / PSB / PP / SD / PRB / PSC / PTB / PPS / PEN / PMN / PTC / PSDC / PT do B / PRP;1;Segundo turno;2014-11-07 09:18:07;PA;140000000828;#NE;680;2014;0,4764;1745442;3663471
PA;3;Governador;50;MARCO ANTÔNIO CARRERA FERREIRA;MARCO CARRERA;PSOL;PSOL / PSTU;1;Não Eleito;2014-11-07 09:18:07;PA;140000000089;#NE;680;2014;0,0173;63078;3643328
PA;3;Governador;43;JOSÉ CARLOS LIMA DA COSTA;ZE CARLOS DO PV;PV;PV;1;Não Eleito;2014-11-07 09:18:07;PA;140000000016;#NE;680;2014;0,0121;44247;3663471
PA;3;Governador;28;ELTON DE BARROS BRAGA;ELTON BRAGA;PRTB;PRTB;1;Não Eleito;2014-11-07 09:18:07;PA;140000001017;#NE;680;2014;0,0041;14712;3580053
PB;3;Governador;45;CASSIO RODRIGUES DA CUNHA LIMA;CASSIO CUNHA LIMA;PSDB;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;1;Segundo turno;2014-12-04 13:57:56;PB;150000000407;#NE;680;2014;0,4744;965397;2034897
PB;3;Governador;40;RICARDO VIEIRA COUTINHO;RICARDO COUTINHO;PSB;PSB / PT / PDT / DEM / PRTB / PRP / PV / PSL / PC do B / PHS / PPL;1;Segundo turno;2014-12-04 13:57:56;PB;150000000052;#NE;680;2014;0,4605;937009;2034897
PB;3;Governador;15;VITAL DO RÊGO FILHO;VITAL;PMDB;PMDB;1;Não Eleito;2014-12-04 13:57:56;PB;150000000156;#NE;680;2014;0,0522;106162;2034897
PB;3;Governador;90;FABIO RODRIGUES DE OLIVEIR;MAJOR FÁBIO;PROS;PROS;1;Não Eleito;2014-12-04 13:57:56;PB;150000000404;#NE;680;2014;0,0073;14910;2034897
PB;3;Governador;50;TARCIO HOLANDA TEIXEIRA;TÁRCIO;PSOL;PSOL;1;Não Eleito;2014-12-04 13:57:56;PB;150000000010;#NE;680;2014;0,0043;8849;2034897
PB;3;Governador;16;ANTONIO FERREIRA LIMA NETO;ANTONIO RADICAL;PSTU;PSTU;1;Não Eleito;2014-12-04 13:57:56;PB;150000000331;#NE;680;2014;0,0013;2570;2034897
PE;3;Governador;40;PAULO HENRIQUE SARAIVA CÂMARA;PAULO CÂMARA;PSB;PMDB / PC do B / PSB / PTC / PRP / PV / PTN / PR / PSD / PPS / PSDB / SD / PPL / DEM / PHS / PSDC / PROS / PP / PEN / PRTB / PSL;1;Eleito;2014-11-12 19:07:31;PE;170000000024;#NE;680;2014;0,6808;3009087;4420036
PE;3;Governador;14;ARMANDO DE QUEIROZ MONTEIRO NETO;ARMANDO MONTEIRO;PTB;PTB / PT / PSC / PDT / PRB / PT do B;1;Não Eleito;2014-11-12 19:07:31;PE;170000000598;#NE;680;2014;0,3107;1373237;4420036
PE;3;Governador;50;JOSE GOMES DE SA NETO;ZÉ GOMES;PSOL;PSOL / PMN;1;Não Eleito;2014-11-12 19:07:31;PE;170000000451;#NE;680;2014;0,0063;27895;4416975
PE;3;Governador;16;JAIR PEDRO DA SILVA;JAIR PEDRO;PSTU;PSTU;1;Não Eleito;2014-11-12 19:07:31;PE;170000000009;#NE;680;2014;0,0012;5281;4319336
PE;3;Governador;21;MIGUEL ANACLETO DA SILVA JUNIOR;MIGUEL ANACLETO;PCB;PCB;1;Não Eleito;2014-11-12 19:07:31;PE;170000000020;#NE;680;2014;0,0007;2892;4323278
PE;3;Governador;29;JOSE CARLOS PANTALEAO DA SILVA;PANTALEÃO;PCO;PCO;1;Não Eleito;2014-11-12 19:07:31;PE;170000000717;#NE;680;2014;0,0004;1644;3937167
PI;3;Governador;13;JOSÉ WELLINGTON BARROSO DE ARAÚJO DIAS;WELLINGTON DIAS;PT;PT / PP / PTB / PHS / PR / PROS / PRP / SD;1;Eleito;2014-11-18 13:21:03;PI;180000000212;#NE;680;2014;0,6308;1053342;1669749
PI;3;Governador;15;ANTONIO JOSE DE MORAES SOUZA FILHO;ZÉ FILHO;PMDB;PMDB / PSDB / PSB / PRB / PDT / PSL / PTN / PPS / DEM / PSDC / PMN / PTC / PSD / PC do B / PT do B / PV / PEN;1;Não Eleito;2014-11-18 13:21:03;PI;180000000044;#NE;680;2014;0,3325;555201;1669749
PI;3;Governador;20;FRANCISCO DE ASSIS MORAES SOUZA;MÃO SANTA;PSC;PSC;1;Não Eleito;2014-11-18 13:21:03;PI;180000000013;#NE;680;2014;0,0155;25877;1669749
PI;3;Governador;50;MAKLANDEL AQUINO MATOS;MAKLANDEL;PSOL;PSOL / PCB;1;Não Eleito;2014-11-18 13:21:03;PI;180000000191;#NE;680;2014;0,0135;22480;1669749
PI;3;Governador;16;DANIEL VASCONCELOS SOLON;DANIEL SOLON;PSTU;PSTU;1;Não Eleito;2014-11-18 13:21:03;PI;180000000001;#NE;680;2014;0,0039;6452;1669749
PI;3;Governador;54;NILO CARVALHO NETO;NETO SAMBAIBA;PPL;PPL;1;Não Eleito;2014-11-18 13:21:03;PI;180000000034;#NE;680;2014;0,0025;4217;1669749
PI;3;Governador;29;MARIA DE LOURDES SOARES MELO;LOURDES MELO;PCO;PCO;1;Não Eleito;2014-11-18 13:21:03;PI;180000000138;#NE;680;2014;0,0013;2180;1669749
PR;3;Governador;45;CARLOS ALBERTO RICHA;BETO RICHA;PSDB;PSDB / PROS / DEM / PSB / PSD / PTB / PP / PPS / PSC / PR / SD / PSL / PSDC / PMN / PHS / PEN / PT do B;1;Eleito;2014-12-04 19:04:16;PR;160000000558;#NE;680;2014;0,5567;3301322;5929997
PR;3;Governador;15;ROBERTO REQUIAO DE MELLO E SILVA;REQUIAO;PMDB;PMDB / PV / PPL;1;Não Eleito;2014-12-04 19:04:16;PR;160000000324;#NE;680;2014;0,2756;1634316;5929997
PR;3;Governador;13;GLEISI HELENA HOFFMANN;GLEISI HOFFMANN;PT;PT / PDT / PC do B / PRB / PTN;1;Não Eleito;2014-12-04 19:04:16;PR;160000000645;#NE;680;2014;0,1487;881857;5929997
PR;3;Governador;44;OGIER ALBERGE BUCHI;OGIER BUCHI;PRP;PRP;1;Não Eleito;2014-12-04 19:04:16;PR;160000001022;#NE;680;2014;0,0085;50446;5929997
PR;3;Governador;50;BERNARDO SEIXAS PILOTTO;BERNARDO PILOTTO;PSOL;PSOL;1;Não Eleito;2014-12-04 19:04:16;PR;160000000002;#NE;680;2014;0,006;35327;5929997
PR;3;Governador;36;TULIO MARCELO DENIG BANDEIRA;TULIO BANDEIRA;PTC;PTC;1;Não Eleito;2014-12-04 19:04:16;PR;160000001250;#NE;680;2014;0,0023;13700;5929997
PR;3;Governador;28;GEONISIO CESAR MARINHO;GEONISIO MARINHO;PRTB;PRTB;1;Não Eleito;2014-12-04 19:04:16;PR;160000000632;#NE;680;2014;0,0012;7303;5929997
PR;3;Governador;16;RODRIGO TOMAZINI DIAS;RODRIGO TOMAZINI;PSTU;PSTU;1;Não Eleito;2014-12-04 19:04:16;PR;160000001091;#NE;680;2014;0,001;5726;5929997
RJ;3;Governador;15;LUIZ FERNANDO DE SOUZA;LUIZ FERNANDO PEZÃO;PMDB;PMDB / PP / PSC / PTB / PSL / PPS / PTN / DEM / PSDC / PRTB / PHS / PMN / PTC / PRP / PSDB / PEN / PSD / SD;1;Segundo turno;2014-11-25 11:44:32;RJ;190000001649;#NE;680;2014;0,4057;3242513;7992212
RJ;3;Governador;10;MARCELO BEZERRA  CRIVELLA;MARCELO CRIVELLA;PRB;PRB;1;Segundo turno;2014-11-25 11:44:32;RJ;190000001406;#NE;680;2014;0,2026;1619165;7992212
RJ;3;Governador;22;ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA;GAROTINHO;PR;PR / PT do B / PROS;1;Não Eleito;2014-11-25 11:44:32;RJ;190000000585;#NE;680;2014;0,1973;1576511;7992212
RJ;3;Governador;13;LUIZ LINDBERGH FARIAS FILHO;LINDBERG FARIAS;PT;PT / PV / PSB / PC do B;1;Não Eleito;2014-11-25 11:44:32;RJ;190000000673;#NE;680;2014;0,1;798897;7992212
RJ;3;Governador;50;TARCISIO MOTTA DE CARVALHO;TARCISIO MOTTA;PSOL;PSOL;1;Não Eleito;2014-11-25 11:44:32;RJ;190000000409;#NE;680;2014;0,0892;712734;7992212
RJ;3;Governador;16;DAYSE OLIVEIRA GOMES;DAYSE OLIVEIRA;PSTU;PSTU;1;Não Eleito;2014-11-25 11:44:32;RJ;190000000100;#NE;680;2014;0,0042;33442;7992212
