sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RJ;3;Governador;50;TARCISIO MOTTA DE CARVALHO;TARCÍSIO MOTTA;PSOL;PSOL / PCB;1;Não Eleito;2021-11-09 15:26:46;RJ;190000602065;Válido;2022802018;2018;0,1072;819248;7642175
RJ;3;Governador;19;ROMÁRIO DE SOUZA FARIA;ROMÁRIO;PODE;PODE / PR / REDE / PPL;1;Não Eleito;2021-11-09 15:26:46;RJ;190000610854;Válido;2022802018;2018;0,087;664511;7642175
RJ;3;Governador;12;PEDRO HENRIQUE FERNANDES DA SILVA;PEDRO FERNANDES;PDT;PDT / PSB;1;Não Eleito;2021-11-09 15:26:46;RJ;190000615548;Válido;2022802018;2018;0,0611;466954;7642175
RJ;3;Governador;55;ANTONIO PEDRO INDIO DA COSTA;INDIO;PSD;PSD;1;Não Eleito;2021-11-09 15:26:46;RJ;190000607911;Válido;2022802018;2018;0,0595;454928;7642175
RJ;3;Governador;13;MARCIA ANGELITA TIBURI;MARCIA TIBURI;PT;PT / PC do B;1;Não Eleito;2021-11-09 15:26:46;RJ;190000613601;Válido;2022802018;2018;0,0585;447376;7642175
RJ;3;Governador;30;MARCELO FERNANDEZ TRINDADE;MARCELO TRINDADE;NOVO;NOVO;1;Não Eleito;2021-11-09 15:26:46;RJ;190000602251;Válido;2022802018;2018;0,0114;86820;7642175
RJ;3;Governador;28;LUIZ ANDRE DE MOURA MONTEIRO;ANDRÉ MONTEIRO;PRTB;PRTB;1;Não Eleito;2021-11-09 15:26:46;RJ;190000626241;Válido;2022802018;2018;0,0046;35237;7642175
RJ;3;Governador;16;DAYSE OLIVEIRA GOMES ;DAYSE OLIVEIRA;PSTU;PSTU;1;Não Eleito;2021-11-09 15:26:46;RJ;190000607895;Válido;2022802018;2018;0,0023;17499;7642175
RN;3;Governador;13;MARIA DE FATIMA BEZERRA;FATIMA BEZERRA;PT;PT / PC do B / PHS;1;Segundo turno;2020-11-20 13:43:43;RN;200000606727;Válido;2022802018;2018;0,4617;748150;1620544
RN;3;Governador;12;CARLOS EDUARDO NUNES ALVES;CARLOS EDUARDO;PDT;PDT / PP / MDB / PODE / DEM;1;Segundo turno;2020-11-20 13:43:43;RN;200000610642;Válido;2022802018;2018;0,3245;525933;1620544
RN;3;Governador;55;ROBINSON MESQUITA DE FARIA;ROBINSON FARIA;PSD;PRB / PTB / PR / PPS / PMB / PTC / PSB / PRP / PSDB / PSD / AVANTE / PROS;1;Não Eleito;2020-11-20 13:43:43;RN;200000611396;Válido;2022802018;2018;0,1185;192037;1620544
RN;3;Governador;77;BRENNO OLIVEIRA QUEIROGA DE MORAIS;BRENNO QUEIROGA;SOLIDARIEDADE;SOLIDARIEDADE / PV / DC / PSC / PSL / PATRI;1;Não Eleito;2020-11-20 13:43:43;RN;200000602576;Válido;2022802018;2018;0,0656;106345;1620544
RN;3;Governador;50;CARLOS ALBERTO FREIRE MEDEIROS;PROFESSOR CARLOS ALBERTO;PSOL;PSOL;1;Não Eleito;2020-11-20 13:43:43;RN;200000601384;Válido;2022802018;2018;0,0193;31306;1620544
RN;3;Governador;18;FRANCISCO RAIMUNDO DE FREITAS;FREITAS JR;REDE;REDE;1;Não Eleito;2020-11-20 13:43:43;RN;200000616434;Válido;2022802018;2018;0,0056;9067;1620544
RN;3;Governador;28;HERONILDES BEZERRA DA SILVA;HERÓ BEZERRA;PRTB;PRTB;1;Não Eleito;2020-11-20 13:43:43;RN;200000623081;Válido;2022802018;2018;0,0027;4327;1620544
RN;3;Governador;16;DARIO BARBOSA DE MELO;DÁRIO BARBOSA;PSTU;PSTU;1;Não Eleito;2020-11-20 13:43:43;RN;200000611619;Válido;2022802018;2018;0,0021;3379;1620544
RO;3;Governador;45;EXPEDITO GONÇALVES FERREIRA JUNIOR;EXPEDITO JUNIOR;PSDB;PSDB / DEM / PSD / PRB / PATRI;1;Segundo turno;2020-12-18 14:32:17;RO;220000609850;Válido;2022802018;2018;0,3159;241885;765642
RO;3;Governador;17;MARCOS JOSE ROCHA DOS SANTOS;CORONEL MARCOS ROCHA;PSL;PSL;1;Segundo turno;2020-12-18 14:32:17;RO;220000625838;Válido;2022802018;2018;0,2399;183691;765642
RO;3;Governador;15;MAURO DE CARVALHO;MAURAO DE CARVALHO;MDB;MDB / PODE / PMN / PSC / PC do B / PHS / PROS / PV;1;Não Eleito;2020-12-18 14:32:17;RO;220000618464;Válido;2022802018;2018;0,2269;173690;765642
RO;3;Governador;18;VINICIUS VALENTIN RADUAN MIGUEL;VINICIUS MIGUEL;REDE;REDE / PPS / PRP;1;Não Eleito;2020-12-18 14:32:17;RO;220000627640;Válido;2022802018;2018;0,1444;110585;765642
RO;3;Governador;50;NASCIMENTO ANTONIO DA SILVA;PIMENTA DE RONDONIA;PSOL;PT / PSOL;1;Não Eleito;2020-12-18 14:32:17;RO;220000622271;Válido;2022802018;2018;0,0483;36982;765642
RO;3;Governador;28;CHARLON DA ROCHA SILVA;CORONEL CHARLON;PRTB;PRTB;1;Não Eleito;2020-12-18 14:32:17;RO;220000627021;Válido;2022802018;2018;0,0246;18809;765642
RR;3;Governador;17;ANTONIO OLIVERIO GARCIA DE ALMEIDA;ANTONIO DENARIUM;PSL;PSL / PRB / PTC / PRP / PROS / PSC / PPL / PATRI;1;Segundo turno;2018-10-10 11:17:56;RR;230000609415;Válido;2022802018;2018;0,4227;113468;268445
RR;3;Governador;45;JOSE DE ANCHIETA JUNIOR;ANCHIETA;PSDB;PSDB / DEM / MDB / PSD / PPS / SOLIDARIEDADE / DC;1;Segundo turno;2018-10-10 11:17:56;RR;230000601679;Válido;2022802018;2018;0,3878;104114;268445
RR;3;Governador;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;PP;PP / PDT / PODE / PRTB / PR / PHS / PC do B;1;Não Eleito;2018-10-10 11:17:56;RR;230000614383;Válido;2022802018;2018;0,1113;29888;268445
RR;3;Governador;50;FÁBIO GONÇALVES DE ALMEIDA;FÁBIO;PSOL;PCB / PSOL / PSTU;1;Não Eleito;2018-10-10 11:17:56;RR;230000614177;Válido;2022802018;2018;0,0428;11480;268445
RR;3;Governador;14;TELMÁRIO MOTA DE OLIVEIRA;TELMÁRIO MOTA;PTB;PTB / PV / REDE / PT;1;Não Eleito;2018-10-10 11:17:56;RR;230000615946;Válido;2022802018;2018;0,0354;9495;268445
RS;3;Governador;45;EDUARDO FIGUEIREDO CAVALHEIRO LEITE;EDUARDO LEITE;PSDB;PSDB / PTB / PRB / PPS / PHS / REDE / PP;1;Segundo turno;2019-07-12 19:49:37;RS;210000622367;Válido;2022802018;2018;0,359;2143603;5970651
RS;3;Governador;15;JOSÉ IVO SARTORI;JOSÉ IVO SARTORI;MDB;MDB / PSD / PSB / PR / PSC / PATRI / PRP / PMN / PTC;1;Segundo turno;2019-07-12 19:49:37;RS;210000606873;Válido;2022802018;2018;0,3111;1857335;5970651
RS;3;Governador;13;MIGUEL SOLDATELLI ROSSETTO;MIGUEL ROSSETTO;PT;PT / PC do B;1;Não Eleito;2019-07-12 19:49:37;RS;210000606452;Válido;2022802018;2018;0,1776;1060209;5970651
RS;3;Governador;12;JAIRO JORGE DA SILVA;JAIRO JORGE;PDT;PDT / AVANTE / PV / PODE / PPL / PMB / SOLIDARIEDADE;1;Não Eleito;2019-07-12 19:49:37;RS;210000604666;Válido;2022802018;2018;0,1108;661717;5970651
RS;3;Governador;30;MATEUS AFFONSO BANDEIRA;MATEUS BANDEIRA;NOVO;NOVO;1;Não Eleito;2019-07-12 19:49:37;RS;210000602625;Válido;2022802018;2018;0,0336;200877;5970651
RS;3;Governador;50;CARLOS ROBERTO DE SOUZA ROBAINA;ROBERTO ROBAINA;PSOL;PSOL / PCB;1;Não Eleito;2019-07-12 19:49:37;RS;210000600027;Válido;2022802018;2018;0,0064;37993;5970651
RS;3;Governador;16;JULIO CEZAR LEIRIAS FLORES;JULIO FLORES;PSTU;PSTU;1;Não Eleito;2019-07-12 19:49:37;RS;210000610060;Válido;2022802018;2018;0,0015;8917;5970651
SC;3;Governador;55;GELSON LUIZ MERÍSIO;GELSON MERÍSIO;PSD;PSD / PRB / PDT / PSB / PODE / SOLIDARIEDADE / PROS / PSC / PC do B / PHS / PP / DEM / PRP / PPL / PV;1;Segundo turno;2018-12-14 13:47:00;SC;240000621321;Válido;2022802018;2018;0,3112;1121869;3605267
SC;3;Governador;17;CARLOS MOISÉS DA SILVA;COMANDANTE MOISÉS;PSL;PSL;1;Segundo turno;2018-12-14 13:47:00;SC;240000609724;Válido;2022802018;2018;0,2972;1071406;3605267
SC;3;Governador;15;MAURO MARIANI;MAURO MARIANI;MDB;MDB / AVANTE / PSDB / PTB / PTC / PRTB / DC / PR / PPS;1;Não Eleito;2018-12-14 13:47:00;SC;240000609537;Válido;2022802018;2018;0,2321;836844;3605267
SC;3;Governador;13;DÉCIO NERY DE LIMA;DÉCIO LIMA;PT;PT;1;Não Eleito;2018-12-14 13:47:00;SC;240000624336;Válido;2022802018;2018;0,1278;460889;3605267
SC;3;Governador;50;LEONEL DAVID JESUS CAMASÃO;CAMASÃO;PSOL;PSOL / PCB;1;Não Eleito;2018-12-14 13:47:00;SC;240000601841;Válido;2022802018;2018;0,02;72133;3605267
SC;3;Governador;18;ROGÉRIO SILVA PORTANOVA;PORTANOVA;REDE;REDE;1;Não Eleito;2018-12-14 13:47:00;SC;240000616318;Válido;2022802018;2018;0,0052;18710;3605267
SC;3;Governador;51;JESSÉ PEREIRA;JESSE PEREIRA;PATRI;PMN / PATRI;1;Não Eleito;2018-12-14 13:47:00;SC;240000614244;Válido;2022802018;2018;0,0037;13472;3605267
SC;3;Governador;16;INGRID SILVA DE ASSIS LEITEMBERG;INGRID ASSIS;PSTU;PSTU;1;Não Eleito;2018-12-14 13:47:00;SC;240000610038;Válido;2022802018;2018;0,0028;9944;3605267
SE;3;Governador;55;BELIVALDO CHAGAS SILVA;BELIVALDO;PSD;PP / MDB / DC / PC do B / PSD / PT / PHS;1;Segundo turno;2020-12-15 12:01:46;SE;260000623573;Válido;2022802018;2018;0,4084;403252;987285
SE;3;Governador;40;ANTONIO CARLOS VALADARES FILHO;VALADARES FILHO;PSB;PSB / PDT / PPL / PTB / PROS / PRP;1;Segundo turno;2020-12-15 12:01:46;SE;260000614791;Válido;2022802018;2018;0,2149;212169;987285
SE;3;Governador;45;EDUARDO ALVES DO AMORIM;EDUARDO AMORIM;PSDB;PRB / PPS / PSC / PR / PTC / PSDB / SOLIDARIEDADE;1;Não Eleito;2020-12-15 12:01:46;SE;260000621980;Válido;2022802018;2018;0,205;202349;987285
SE;3;Governador;18;EMERSON FERREIRA DA COSTA;DR, EMERSON;REDE;REDE;1;Não Eleito;2020-12-15 12:01:46;SE;260000601801;Válido;2022802018;2018;0,0703;69407;987285
SE;3;Governador;33;MILTON ARTHUR VASCONCELOS DE ANDRADE CRUZ;MILTON ANDRADE;PMN;PMN / PATRI;1;Não Eleito;2020-12-15 12:01:46;SE;260000623417;Válido;2022802018;2018;0,0356;35111;987285
SE;3;Governador;17;EDUARDO ALEXANDRO CASSINI;EDUARDO CASSINI;PSL;PSL;1;Não Eleito;2020-12-15 12:01:46;SE;260000630026;Válido;2022802018;2018;0,0327;32326;987285
SE;3;Governador;50;MÁRCIO SOUZA SANTOS;MÁRCIO SOUZA;PSOL;PSOL;1;Não Eleito;2020-12-15 12:01:46;SE;260000600283;Válido;2022802018;2018;0,0158;15588;987285
SE;3;Governador;25;JOSÉ DE ARAÚJO MENDONÇA SOBRINHO;MENDONÇA PRADO;DEM;DEM / PRTB / PV;1;Não Eleito;2020-12-15 12:01:46;SE;260000610521;Válido;2022802018;2018;0,0124;12280;987285
SE;3;Governador;16;GILVANI ALVES DOS SANTOS;GILVANI SANTOS;PSTU;PSTU;1;Não Eleito;2020-12-15 12:01:46;SE;260000610795;Válido;2022802018;2018;0,0049;4803;987285
SP;3;Governador;45;JOÃO AGRIPINO DA COSTA DORIA JUNIOR;JOÃO DORIA;PSDB;PSDB / DEM / PSD / PRB / PP / PTC;1;Segundo turno;2020-07-09 16:46:40;SP;250000612596;Válido;2022802018;2018;0,3177;6431555;20246737
SP;3;Governador;40;MARCIO LUIZ FRANÇA GOMES;MARCIO FRANÇA;PSB;PSB / PSC / PPS / PTB / PV / PR / PODE / PMB / PHS / PPL / PRP / PATRI / PROS / SOLIDARIEDADE / AVANTE;1;Segundo turno;2020-07-09 16:46:40;SP;250000615141;Válido;2022802018;2018;0,2153;4358998;20246737
SP;3;Governador;15;PAULO ANTONIO SKAF;PAULO SKAF;MDB;MDB;1;Não Eleito;2020-07-09 16:46:40;SP;250000604077;Válido;2022802018;2018;0,2109;4269865;20246737
SP;3;Governador;13;LUIZ MARINHO;LUIZ MARINHO;PT;PT / PC do B;1;Não Eleito;2020-07-09 16:46:40;SP;250000623884;Válido;2022802018;2018;0,1266;2563922;20246737
SP;3;Governador;27;ADRIANO DA COSTA E SILVA;MAJOR COSTA E SILVA;DC;DC;1;Não Eleito;2020-07-09 16:46:40;SP;250000612133;Válido;2022802018;2018;0,0369;747462;20246737
SP;3;Governador;30;ROGERIO CHEQUER RAMALHO MACHADO;ROGERIO CHEQUER;NOVO;NOVO;1;Não Eleito;2020-07-09 16:46:40;SP;250000601939;Válido;2022802018;2018;0,0332;673102;20246737
SP;3;Governador;28;RODRIGO TAVARES DA SILVA;RODRIGO TAVARES;PRTB;PRTB / PSL;1;Não Eleito;2020-07-09 16:46:40;SP;250000615464;Válido;2022802018;2018;0,0321;649729;20246737
SP;3;Governador;50;LISETE REGINA GOMES ARELARO;PROFESSORA LISETE;PSOL;PSOL / PCB;1;Não Eleito;2020-07-09 16:46:40;SP;250000601522;Válido;2022802018;2018;0,0251;507236;20246737
SP;3;Governador;33;CLAUDIO FERNANDO DE AGUIAR;PROF, CLAUDIO FERNANDO;PMN;PMN / REDE;1;Não Eleito;2020-07-09 16:46:40;SP;250000617766;Válido;2022802018;2018;0,0014;28666;20063428
SP;3;Governador;16;ANTONIO DONIZETE FERREIRA;TONINHO FERREIRA;PSTU;PSTU;1;Não Eleito;2020-07-09 16:46:40;SP;250000609174;Válido;2022802018;2018;0,0008;16202;19872370
TO;3;Governador;31;MAURO CARLESSE;MAURO CARLESSE;PHS;PHS / SOLIDARIEDADE / PP / DEM / PTC / PRB / AVANTE / PATRI / PROS;1;Eleito;2018-10-07 20:57:33;TO;270000618815;Válido;2022802018;2018;0,5739;404484;704803
TO;3;Governador;40;CARLOS ENRIQUE FRANCO AMASTHA;CARLOS AMASTHA;PSB;PSB / MDB / PR / PODE / PSC / PSDB;1;Não Eleito;2018-10-07 20:57:33;TO;270000602791;Válido;2022802018;2018;0,3119;219842;704803
TO;3;Governador;18;MARLON JACINTO REIS;MARLON REIS;REDE;REDE / PRTB / PTB / PC do B / PT / PV / PDT / PSD;1;Não Eleito;2018-10-07 20:57:33;TO;270000626086;Válido;2022802018;2018;0,0668;47046;704803
TO;3;Governador;17;CESAR ROBERTO SIMONI DE FREITAS;CESAR SIMONI;PSL;PSL;1;Não Eleito;2018-10-07 20:57:33;TO;270000625481;Válido;2022802018;2018;0,0443;31231;704803
TO;3;Governador;50;BERNADETE APARECIDA FERREIRA;BERNADETE APARECIDA;PSOL;PSOL;1;Não Eleito;2018-10-07 20:57:33;TO;270000627751;Válido;2022802018;2018;0,0031;2200;704803
